Site.Name,Lat,Long,habitat,Date,Time,Depth,Distance,Q.PA,Phylum,Genus,Species,Length,Abundance,Country,width.transect,width.seine,length.measured,SPECIES_NAME,phylum,family,eat.squid
Aransas Pass,27.8911167,-97.1116167,Seagrass,20160909,730,60,20,Q,Chordata,Eucinostomus,argenteus,37,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8911167,-97.1116167,Seagrass,20160823,730,60,20,Q,Chordata,Eucinostomus,argenteus,38,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8911167,-97.1116167,Seagrass,20160902,750,60,20,Q,Chordata,Eucinostomus,argenteus,38,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8912833,-97.1112167,Unvegetated,20160902,832,60,20,Q,Chordata,Eucinostomus,argenteus,38,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8912833,-97.1112167,Unvegetated,20160902,832,60,20,Q,Chordata,Eucinostomus,argenteus,38,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Praia do Engenho,-23.78863,-45.36364,Seagrass,20170310,845,80,30,Q,Chordata,Eucinostomus,argenteus,39,1,Brazil,10,10,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8911167,-97.1116167,Seagrass,20160902,750,60,20,Q,Chordata,Eucinostomus,argenteus,39,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8912833,-97.1112167,Unvegetated,20160902,832,60,20,Q,Chordata,Eucinostomus,argenteus,39,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Praia do Engenho,-23.78863,-45.36364,Seagrass,20170308,915,120,32,Q,Chordata,Eucinostomus,argenteus,40,1,Brazil,10,10,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Praia do Engenho,-23.78863,-45.36364,Seagrass,20170310,845,80,30,Q,Chordata,Eucinostomus,argenteus,40,1,Brazil,10,10,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Praia do Engenho,-23.78863,-45.36364,Seagrass,20170310,845,80,30,Q,Chordata,Eucinostomus,argenteus,40,1,Brazil,10,10,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Praia do Engenho,-23.78863,-45.36364,Seagrass,20170310,845,80,30,Q,Chordata,Eucinostomus,argenteus,40,1,Brazil,10,10,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8911167,-97.1116167,Seagrass,20160902,750,60,20,Q,Chordata,Eucinostomus,argenteus,40,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8911167,-97.1116167,Seagrass,20160902,750,60,20,Q,Chordata,Eucinostomus,argenteus,40,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8911167,-97.1116167,Seagrass,20160909,730,60,20,Q,Chordata,Eucinostomus,argenteus,40,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8911167,-97.1116167,Seagrass,20160909,730,60,20,Q,Chordata,Eucinostomus,argenteus,40,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8911167,-97.1116167,Seagrass,20160909,730,60,20,Q,Chordata,Eucinostomus,argenteus,40,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8911167,-97.1116167,Seagrass,20160909,730,60,20,Q,Chordata,Eucinostomus,argenteus,40,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8911167,-97.1116167,Seagrass,20160909,730,60,20,Q,Chordata,Eucinostomus,argenteus,40,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8912833,-97.1112167,Unvegetated,20160823,800,60,20,Q,Chordata,Eucinostomus,argenteus,40,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8912833,-97.1112167,Unvegetated,20160909,830,60,20,Q,Chordata,Eucinostomus,argenteus,40,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8911167,-97.1116167,Seagrass,20160909,730,60,20,Q,Chordata,Eucinostomus,argenteus,41,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Praia do Engenho,-23.78863,-45.36364,Seagrass,20170310,845,80,30,Q,Chordata,Eucinostomus,argenteus,42,1,Brazil,10,10,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8911167,-97.1116167,Seagrass,20160902,750,60,20,Q,Chordata,Eucinostomus,argenteus,42,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8911167,-97.1116167,Seagrass,20160909,730,60,20,Q,Chordata,Eucinostomus,argenteus,42,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Praia do Engenho,-23.78863,-45.36364,Seagrass,20170308,915,120,32,Q,Chordata,Eucinostomus,argenteus,43,1,Brazil,10,10,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8911167,-97.1116167,Seagrass,20160909,730,60,20,Q,Chordata,Eucinostomus,argenteus,43,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8912833,-97.1112167,Unvegetated,20160902,832,60,20,Q,Chordata,Eucinostomus,argenteus,43,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Praia do Engenho,-23.78863,-45.36364,Seagrass,20170308,915,120,32,Q,Chordata,Eucinostomus,argenteus,44,1,Brazil,10,10,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8911167,-97.1116167,Seagrass,20160902,750,60,20,Q,Chordata,Eucinostomus,argenteus,44,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8911167,-97.1116167,Seagrass,20160909,730,60,20,Q,Chordata,Eucinostomus,argenteus,44,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8911167,-97.1116167,Seagrass,20160909,730,60,20,Q,Chordata,Eucinostomus,argenteus,44,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8912833,-97.1112167,Unvegetated,20160902,832,60,20,Q,Chordata,Eucinostomus,argenteus,44,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8912833,-97.1112167,Unvegetated,20160902,832,60,20,Q,Chordata,Eucinostomus,argenteus,44,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8912833,-97.1112167,Unvegetated,20160909,830,60,20,Q,Chordata,Eucinostomus,argenteus,44,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8911167,-97.1116167,Seagrass,20160902,750,60,20,Q,Chordata,Eucinostomus,argenteus,45,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8911167,-97.1116167,Seagrass,20160902,750,60,20,Q,Chordata,Eucinostomus,argenteus,45,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8911167,-97.1116167,Seagrass,20160909,730,60,20,Q,Chordata,Eucinostomus,argenteus,45,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8912833,-97.1112167,Unvegetated,20160823,800,60,20,Q,Chordata,Eucinostomus,argenteus,45,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8912833,-97.1112167,Unvegetated,20160902,832,60,20,Q,Chordata,Eucinostomus,argenteus,45,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8912833,-97.1112167,Unvegetated,20160909,830,60,20,Q,Chordata,Eucinostomus,argenteus,45,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8912833,-97.1112167,Unvegetated,20160909,830,60,20,Q,Chordata,Eucinostomus,argenteus,45,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8912833,-97.1112167,Unvegetated,20160909,830,60,20,Q,Chordata,Eucinostomus,argenteus,45,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8911167,-97.1116167,Seagrass,20160902,750,60,20,Q,Chordata,Eucinostomus,argenteus,46,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8912833,-97.1112167,Unvegetated,20160902,832,60,20,Q,Chordata,Eucinostomus,argenteus,47,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8912833,-97.1112167,Unvegetated,20160909,830,60,20,Q,Chordata,Eucinostomus,argenteus,47,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Praia do Engenho,-23.78863,-45.36364,Seagrass,20170308,915,120,32,Q,Chordata,Eucinostomus,argenteus,48,1,Brazil,10,10,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8912833,-97.1112167,Unvegetated,20160909,830,60,20,Q,Chordata,Eucinostomus,argenteus,48,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Praia do Engenho,-23.78863,-45.36364,Seagrass,20170308,915,120,32,Q,Chordata,Eucinostomus,argenteus,49,1,Brazil,10,10,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Praia do Engenho,-23.78863,-45.36364,Seagrass,20170309,930,110,35,Q,Chordata,Eucinostomus,argenteus,49,1,Brazil,10,10,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8912833,-97.1112167,Unvegetated,20160823,800,60,20,Q,Chordata,Eucinostomus,argenteus,49,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8912833,-97.1112167,Unvegetated,20160902,832,60,20,Q,Chordata,Eucinostomus,argenteus,49,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8912833,-97.1112167,Unvegetated,20160902,832,60,20,Q,Chordata,Eucinostomus,argenteus,49,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8912833,-97.1112167,Unvegetated,20160902,832,60,20,Q,Chordata,Eucinostomus,argenteus,49,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8912833,-97.1112167,Unvegetated,20160909,830,60,20,Q,Chordata,Eucinostomus,argenteus,49,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8911167,-97.1116167,Seagrass,20160823,730,60,20,Q,Chordata,Eucinostomus,argenteus,50,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8911167,-97.1116167,Seagrass,20160902,750,60,20,Q,Chordata,Eucinostomus,argenteus,50,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8911167,-97.1116167,Seagrass,20160902,750,60,20,Q,Chordata,Eucinostomus,argenteus,50,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8911167,-97.1116167,Seagrass,20160902,750,60,20,Q,Chordata,Eucinostomus,argenteus,50,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8911167,-97.1116167,Seagrass,20160909,730,60,20,Q,Chordata,Eucinostomus,argenteus,50,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8912833,-97.1112167,Unvegetated,20160902,832,60,20,Q,Chordata,Eucinostomus,argenteus,50,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8912833,-97.1112167,Unvegetated,20160909,830,60,20,Q,Chordata,Eucinostomus,argenteus,50,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8912833,-97.1112167,Unvegetated,20160909,830,60,20,Q,Chordata,Eucinostomus,argenteus,50,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8911167,-97.1116167,Seagrass,20160902,750,60,20,Q,Chordata,Eucinostomus,argenteus,51,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8911167,-97.1116167,Seagrass,20160909,730,60,20,Q,Chordata,Eucinostomus,argenteus,51,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8911167,-97.1116167,Seagrass,20160909,730,60,20,Q,Chordata,Eucinostomus,argenteus,51,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8912833,-97.1112167,Unvegetated,20160902,832,60,20,Q,Chordata,Eucinostomus,argenteus,51,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8912833,-97.1112167,Unvegetated,20160902,832,60,20,Q,Chordata,Eucinostomus,argenteus,51,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8912833,-97.1112167,Unvegetated,20160909,830,60,20,Q,Chordata,Eucinostomus,argenteus,51,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8911167,-97.1116167,Seagrass,20160909,730,60,20,Q,Chordata,Eucinostomus,argenteus,52,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8912833,-97.1112167,Unvegetated,20160909,830,60,20,Q,Chordata,Eucinostomus,argenteus,52,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8912833,-97.1112167,Unvegetated,20160909,830,60,20,Q,Chordata,Eucinostomus,argenteus,52,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8911167,-97.1116167,Seagrass,20160823,730,60,20,Q,Chordata,Eucinostomus,argenteus,53,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8911167,-97.1116167,Seagrass,20160902,750,60,20,Q,Chordata,Eucinostomus,argenteus,53,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8911167,-97.1116167,Seagrass,20160909,730,60,20,Q,Chordata,Eucinostomus,argenteus,53,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8912833,-97.1112167,Unvegetated,20160902,832,60,20,Q,Chordata,Eucinostomus,argenteus,53,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8912833,-97.1112167,Unvegetated,20160909,830,60,20,Q,Chordata,Eucinostomus,argenteus,53,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8911167,-97.1116167,Seagrass,20160902,750,60,20,Q,Chordata,Eucinostomus,argenteus,54,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8911167,-97.1116167,Seagrass,20160909,730,60,20,Q,Chordata,Eucinostomus,argenteus,54,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8912833,-97.1112167,Unvegetated,20160902,832,60,20,Q,Chordata,Eucinostomus,argenteus,54,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8912833,-97.1112167,Unvegetated,20160909,830,60,20,Q,Chordata,Eucinostomus,argenteus,54,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Praia do Engenho,-23.78863,-45.36364,Seagrass,20170308,915,120,32,Q,Chordata,Eucinostomus,argenteus,55,1,Brazil,10,10,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8911167,-97.1116167,Seagrass,20160902,750,60,20,Q,Chordata,Eucinostomus,argenteus,55,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8911167,-97.1116167,Seagrass,20160902,750,60,20,Q,Chordata,Eucinostomus,argenteus,55,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8911167,-97.1116167,Seagrass,20160902,750,60,20,Q,Chordata,Eucinostomus,argenteus,55,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8911167,-97.1116167,Seagrass,20160909,730,60,20,Q,Chordata,Eucinostomus,argenteus,55,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8912833,-97.1112167,Unvegetated,20160909,830,60,20,Q,Chordata,Eucinostomus,argenteus,55,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8911167,-97.1116167,Seagrass,20160902,750,60,20,Q,Chordata,Eucinostomus,argenteus,56,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8911167,-97.1116167,Seagrass,20160902,750,60,20,Q,Chordata,Eucinostomus,argenteus,56,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8911167,-97.1116167,Seagrass,20160909,730,60,20,Q,Chordata,Eucinostomus,argenteus,56,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8912833,-97.1112167,Unvegetated,20160909,830,60,20,Q,Chordata,Eucinostomus,argenteus,56,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Praia do Engenho,-23.78863,-45.36364,Seagrass,20170309,930,110,35,Q,Chordata,Eucinostomus,argenteus,57,1,Brazil,10,10,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Praia do Engenho,-23.78863,-45.36364,Seagrass,20170309,930,110,35,Q,Chordata,Eucinostomus,argenteus,57,1,Brazil,10,10,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8912833,-97.1112167,Unvegetated,20160909,830,60,20,Q,Chordata,Eucinostomus,argenteus,57,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8912833,-97.1112167,Unvegetated,20160909,830,60,20,Q,Chordata,Eucinostomus,argenteus,57,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8911167,-97.1116167,Seagrass,20160902,750,60,20,Q,Chordata,Eucinostomus,argenteus,58,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Praia do Engenho,-23.78863,-45.36364,Seagrass,20170308,915,120,32,Q,Chordata,Eucinostomus,argenteus,59,1,Brazil,10,10,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8911167,-97.1116167,Seagrass,20160902,750,60,20,Q,Chordata,Eucinostomus,argenteus,59,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8912833,-97.1112167,Unvegetated,20160902,832,60,20,Q,Chordata,Eucinostomus,argenteus,59,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8912833,-97.1112167,Unvegetated,20160909,830,60,20,Q,Chordata,Eucinostomus,argenteus,59,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Praia do Engenho,-23.78863,-45.36364,Seagrass,20170308,915,120,32,Q,Chordata,Eucinostomus,argenteus,60,1,Brazil,10,10,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8911167,-97.1116167,Seagrass,20160902,750,60,20,Q,Chordata,Eucinostomus,argenteus,60,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8912833,-97.1112167,Unvegetated,20160909,830,60,20,Q,Chordata,Eucinostomus,argenteus,60,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8912833,-97.1112167,Unvegetated,20160909,830,60,20,Q,Chordata,Eucinostomus,argenteus,60,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8912833,-97.1112167,Unvegetated,20160902,832,60,20,Q,Chordata,Eucinostomus,argenteus,61,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Praia do Engenho,-23.78863,-45.36364,Seagrass,20170308,915,120,32,Q,Chordata,Eucinostomus,argenteus,62,1,Brazil,10,10,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Praia do Engenho,-23.78863,-45.36364,Seagrass,20170309,930,110,35,Q,Chordata,Eucinostomus,argenteus,62,1,Brazil,10,10,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8912833,-97.1112167,Unvegetated,20160902,832,60,20,Q,Chordata,Eucinostomus,argenteus,63,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Praia do Engenho,-23.78863,-45.36364,Seagrass,20170308,915,120,32,Q,Chordata,Eucinostomus,argenteus,65,1,Brazil,10,10,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8911167,-97.1116167,Seagrass,20160909,730,60,20,Q,Chordata,Eucinostomus,argenteus,65,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8911167,-97.1116167,Seagrass,20160909,730,60,20,Q,Chordata,Eucinostomus,argenteus,65,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Praia do Engenho,-23.78863,-45.36364,Seagrass,20170308,915,120,32,Q,Chordata,Eucinostomus,argenteus,66,1,Brazil,10,10,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Praia do Barreiro,-23.76199,-45.34991,Unvegetated,20170308,1100,110,25,Q,Chordata,Eucinostomus,argenteus,71,1,Brazil,10,10,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Praia do Engenho,-23.78863,-45.36364,Seagrass,20170308,915,120,32,Q,Chordata,Eucinostomus,argenteus,72,1,Brazil,10,10,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Praia do Barreiro,-23.76199,-45.34991,Unvegetated,20170308,1100,110,25,Q,Chordata,Eucinostomus,argenteus,76,1,Brazil,10,10,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Praia do Engenho,-23.78863,-45.36364,Seagrass,20170309,930,110,35,Q,Chordata,Eucinostomus,argenteus,78,1,Brazil,10,10,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Praia do Engenho,-23.78863,-45.36364,Seagrass,20170308,915,120,32,Q,Chordata,Eucinostomus,argenteus,80,1,Brazil,10,10,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Praia do Engenho,-23.78863,-45.36364,Seagrass,20170309,930,110,35,Q,Chordata,Eucinostomus,argenteus,80,1,Brazil,10,10,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Praia do Engenho,-23.78863,-45.36364,Seagrass,20170308,915,120,32,Q,Chordata,Eucinostomus,argenteus,82,1,Brazil,10,10,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Praia do Engenho,-23.78863,-45.36364,Seagrass,20170308,915,120,32,Q,Chordata,Eucinostomus,argenteus,84,1,Brazil,10,10,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Praia do Engenho,-23.78863,-45.36364,Seagrass,20170308,915,120,32,Q,Chordata,Eucinostomus,argenteus,85,1,Brazil,10,10,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Praia do Engenho,-23.78863,-45.36364,Seagrass,20170309,930,110,35,Q,Chordata,Eucinostomus,argenteus,85,1,Brazil,10,10,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Praia do Engenho,-23.78863,-45.36364,Seagrass,20170308,915,120,32,Q,Chordata,Eucinostomus,argenteus,86,1,Brazil,10,10,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Aransas Pass,27.8911167,-97.1116167,Seagrass,20160823,730,60,20,Q,Chordata,Eucinostomus,argenteus,86,1,USA (TX),10,NA,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Praia do Engenho,-23.78863,-45.36364,Seagrass,20170310,845,80,30,Q,Chordata,Eucinostomus,argenteus,87,1,Brazil,10,10,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Praia do Engenho,-23.78863,-45.36364,Seagrass,20170310,845,80,30,Q,Chordata,Eucinostomus,argenteus,87,1,Brazil,10,10,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Praia do Engenho,-23.78863,-45.36364,Seagrass,20170309,930,110,35,Q,Chordata,Eucinostomus,argenteus,88,1,Brazil,10,10,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Praia do Engenho,-23.78863,-45.36364,Seagrass,20170308,915,120,32,Q,Chordata,Eucinostomus,argenteus,89,1,Brazil,10,10,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Praia do Engenho,-23.78863,-45.36364,Seagrass,20170308,915,120,32,Q,Chordata,Eucinostomus,argenteus,89,1,Brazil,10,10,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Praia do Engenho,-23.78863,-45.36364,Seagrass,20170309,930,110,35,Q,Chordata,Eucinostomus,argenteus,89,1,Brazil,10,10,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Praia do Engenho,-23.78863,-45.36364,Seagrass,20170308,915,120,32,Q,Chordata,Eucinostomus,argenteus,90,1,Brazil,10,10,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Praia do Engenho,-23.78863,-45.36364,Seagrass,20170308,915,120,32,Q,Chordata,Eucinostomus,argenteus,90,1,Brazil,10,10,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Praia do Engenho,-23.78863,-45.36364,Seagrass,20170308,915,120,32,Q,Chordata,Eucinostomus,argenteus,92,1,Brazil,10,10,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Praia do Engenho,-23.78863,-45.36364,Seagrass,20170308,915,120,32,Q,Chordata,Eucinostomus,argenteus,92,1,Brazil,10,10,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Praia do Engenho,-23.78863,-45.36364,Seagrass,20170310,845,80,30,Q,Chordata,Eucinostomus,argenteus,92,1,Brazil,10,10,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
Praia do Engenho,-23.78863,-45.36364,Seagrass,20170309,930,110,35,Q,Chordata,Eucinostomus,argenteus,94,1,Brazil,10,10,yes,Eucinostomus argenteus,Chordata,Gerreidae,1
