Site,abLat,habitat,rate,sstmean,temp,chlomean,ENSPIE,richness,cpua,logbio,catch_min,catch_max,catch_mean,pop,pop30,hemi,coast,logcatch,logpop,logpop30,logchl,logabun,MDS1,MDS2,bio.filt,cpua.filt,act.ratio,FRic,qual.FRic,FEve,FDis,RaoQ,FGR,act,feed,troph,watercol,body,length,log.mass.rda,log.cpua.rda
TX,27.42466,Seagrass,0.127817226,24.45699978,28,3.784166654,3.54694959,11.50582363,4.53250416,0.618540045,1193.589908,2362.841136,1778.215522,152.8652954,173.718698,North,West,3.249984397,2.1843089,2.239846566,0.577970254,0.656338211,0.401978064,-0.636505785,1.849548215,1.415,0.769230769,0.543900754,0.126088172,0.708333333,0.524324983,0.289423077,5,0,hunting macrofauna (predator),omnivore,demersal,fusiform / normal,50.48195571,0.267300405,0.151676231
TX,27.37981,Unvegetated,0.030674459,24.45699978,28,3.784166654,4.182847146,10.50442478,2.396028761,0.671294117,1193.589908,2362.841136,1778.215522,152.8652954,173.718698,North,West,3.249984397,2.1843089,2.239846566,0.577970254,0.379492027,0.388736391,-0.724919218,1.668593223,0.496666667,0.826086957,0.44800681,0.126088172,0.857142857,0.528824243,0.292774102,5,0,hunting macrofauna (predator),omnivore,demersal,fusiform / normal,50.92067819,0.222610673,-0.301319622
TX,27.37951,Unvegetated,0.030674459,24.45699978,28,3.784166654,4.182847146,10.50442478,2.396028761,0.671294117,1193.589908,2362.841136,1778.215522,152.8652954,173.718698,North,West,3.249984397,2.1843089,2.239846566,0.577970254,0.379492027,0.388736391,-0.724919218,1.668593223,0.496666667,0.826086957,0.44800681,0.126088172,0.857142857,0.528824243,0.292774102,5,0,hunting macrofauna (predator),omnivore,demersal,fusiform / normal,50.92067819,0.222610673,-0.301319622
TX,27.37981,Unvegetated,0.022790392,24.45699978,28,3.784166654,4.182847146,10.50442478,2.396028761,0.671294117,1193.589908,2362.841136,1778.215522,152.8652954,173.718698,North,West,3.249984397,2.1843089,2.239846566,0.577970254,0.379492027,0.388736391,-0.724919218,1.668593223,0.496666667,0.826086957,0.44800681,0.126088172,0.857142857,0.528824243,0.292774102,5,0,hunting macrofauna (predator),omnivore,demersal,fusiform / normal,50.92067819,0.222610673,-0.301319622
TX,27.37951,Seagrass,0.202973815,24.45699978,28,3.784166654,3.54694959,11.50582363,4.53250416,0.618540045,1193.589908,2362.841136,1778.215522,152.8652954,173.718698,North,West,3.249984397,2.1843089,2.239846566,0.577970254,0.656338211,0.401978064,-0.636505785,1.849548215,1.415,0.769230769,0.543900754,0.126088172,0.708333333,0.524324983,0.289423077,5,0,hunting macrofauna (predator),omnivore,demersal,fusiform / normal,50.48195571,0.267300405,0.151676231
TX,27.37984,Unvegetated,0.047167261,24.45699978,28,3.784166654,4.182847146,10.50442478,2.396028761,0.671294117,1193.589908,2362.841136,1778.215522,152.8652954,173.718698,North,West,3.249984397,2.1843089,2.239846566,0.577970254,0.379492027,0.388736391,-0.724919218,1.668593223,0.496666667,0.826086957,0.44800681,0.126088172,0.857142857,0.528824243,0.292774102,5,0,hunting macrofauna (predator),omnivore,demersal,fusiform / normal,50.92067819,0.222610673,-0.301319622
TX,27.37985,Seagrass,0.202973815,24.45699978,28,3.784166654,3.54694959,11.50582363,4.53250416,0.618540045,1193.589908,2362.841136,1778.215522,152.8652954,173.718698,North,West,3.249984397,2.1843089,2.239846566,0.577970254,0.656338211,0.401978064,-0.636505785,1.849548215,1.415,0.769230769,0.543900754,0.126088172,0.708333333,0.524324983,0.289423077,5,0,hunting macrofauna (predator),omnivore,demersal,fusiform / normal,50.48195571,0.267300405,0.151676231
TX,27.53477,Unvegetated,0.215078325,24.45699978,28,3.784166654,4.182847146,10.50442478,2.396028761,0.671294117,1193.589908,2362.841136,1778.215522,152.8652954,173.718698,North,West,3.249984397,2.1843089,2.239846566,0.577970254,0.379492027,0.388736391,-0.724919218,1.668593223,0.496666667,0.826086957,0.44800681,0.126088172,0.857142857,0.528824243,0.292774102,5,0,hunting macrofauna (predator),omnivore,demersal,fusiform / normal,50.92067819,0.222610673,-0.301319622
TX,27.53467,Seagrass,0.013857098,24.45699978,28,3.784166654,3.54694959,11.50582363,4.53250416,0.618540045,1193.589908,2362.841136,1778.215522,152.8652954,173.718698,North,West,3.249984397,2.1843089,2.239846566,0.577970254,0.656338211,0.401978064,-0.636505785,1.849548215,1.415,0.769230769,0.543900754,0.126088172,0.708333333,0.524324983,0.289423077,5,0,hunting macrofauna (predator),omnivore,demersal,fusiform / normal,50.48195571,0.267300405,0.151676231
TX,27.53477,Unvegetated,0.008647958,24.45699978,28,3.784166654,4.182847146,10.50442478,2.396028761,0.671294117,1193.589908,2362.841136,1778.215522,152.8652954,173.718698,North,West,3.249984397,2.1843089,2.239846566,0.577970254,0.379492027,0.388736391,-0.724919218,1.668593223,0.496666667,0.826086957,0.44800681,0.126088172,0.857142857,0.528824243,0.292774102,5,0,hunting macrofauna (predator),omnivore,demersal,fusiform / normal,50.92067819,0.222610673,-0.301319622
TX,27.53467,Seagrass,0.074554106,24.45699978,28,3.784166654,3.54694959,11.50582363,4.53250416,0.618540045,1193.589908,2362.841136,1778.215522,152.8652954,173.718698,North,West,3.249984397,2.1843089,2.239846566,0.577970254,0.656338211,0.401978064,-0.636505785,1.849548215,1.415,0.769230769,0.543900754,0.126088172,0.708333333,0.524324983,0.289423077,5,0,hunting macrofauna (predator),omnivore,demersal,fusiform / normal,50.48195571,0.267300405,0.151676231
TX,27.53477,Unvegetated,0.202973815,24.45699978,28,3.784166654,4.182847146,10.50442478,2.396028761,0.671294117,1193.589908,2362.841136,1778.215522,152.8652954,173.718698,North,West,3.249984397,2.1843089,2.239846566,0.577970254,0.379492027,0.388736391,-0.724919218,1.668593223,0.496666667,0.826086957,0.44800681,0.126088172,0.857142857,0.528824243,0.292774102,5,0,hunting macrofauna (predator),omnivore,demersal,fusiform / normal,50.92067819,0.222610673,-0.301319622
TX,27.53467,Seagrass,0.041705366,24.45699978,28,3.784166654,3.54694959,11.50582363,4.53250416,0.618540045,1193.589908,2362.841136,1778.215522,152.8652954,173.718698,North,West,3.249984397,2.1843089,2.239846566,0.577970254,0.656338211,0.401978064,-0.636505785,1.849548215,1.415,0.769230769,0.543900754,0.126088172,0.708333333,0.524324983,0.289423077,5,0,hunting macrofauna (predator),omnivore,demersal,fusiform / normal,50.48195571,0.267300405,0.151676231
NC2,34.7004,Seagrass,1,21.05275011,23.65,2.314250022,1.084413793,1.72,0.1492,-0.046201248,693.9390942,1607.020264,1150.479679,194.7665558,120.6134037,North,West,3.060878952,2.289514384,2.081395573,0.364410277,-0.826231177,0.894258312,0.477494015,0.744176035,0.125,1,0,0.126088172,0,0.25,0.0625,1,0,hunting macrofauna (predator),omnivore,demersal,fusiform / normal,74.93927425,-0.127741121,-0.89279003
NC2,34.7004,Seagrass,0.96,21.05275011,23.65,2.314250022,1.084413793,1.72,0.1492,-0.046201248,693.9390942,1607.020264,1150.479679,194.7665558,120.6134037,North,West,3.060878952,2.289514384,2.081395573,0.364410277,-0.826231177,0.894258312,0.477494015,0.744176035,0.125,1,0,0.126088172,0,0.25,0.0625,1,0,hunting macrofauna (predator),omnivore,demersal,fusiform / normal,74.93927425,-0.127741121,-0.89279003
NC2,34.7004,Seagrass,0.72,21.05275011,23.65,2.314250022,1.084413793,1.72,0.1492,-0.046201248,693.9390942,1607.020264,1150.479679,194.7665558,120.6134037,North,West,3.060878952,2.289514384,2.081395573,0.364410277,-0.826231177,0.894258312,0.477494015,0.744176035,0.125,1,0,0.126088172,0,0.25,0.0625,1,0,hunting macrofauna (predator),omnivore,demersal,fusiform / normal,74.93927425,-0.127741121,-0.89279003
NC2,34.7004,Unvegetated,1,21.05275011,23.55833333,2.314250022,NA,NA,NA,NA,693.9390942,1607.020264,1150.479679,194.7665558,120.6134037,North,West,3.060878952,2.289514384,2.081395573,0.364410277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NC2,34.7004,Unvegetated,0.029863355,21.05275011,23.55833333,2.314250022,NA,NA,NA,NA,693.9390942,1607.020264,1150.479679,194.7665558,120.6134037,North,West,3.060878952,2.289514384,2.081395573,0.364410277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NC2,34.7004,Unvegetated,0.92,21.05275011,23.55833333,2.314250022,NA,NA,NA,NA,693.9390942,1607.020264,1150.479679,194.7665558,120.6134037,North,West,3.060878952,2.289514384,2.081395573,0.364410277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QLD2,20.01734,Seagrass,0.125320912,25.94749975,27.75,1.091000006,3.648213282,9.439678284,0.953683646,0.383820598,2.630275634,2.630275634,2.630275634,3.462000608,19.47560817,South,West,0.420001262,0.53932714,1.289491028,0.037824753,-0.020595665,0.378171385,0.142907306,2.543078788,0.948,0.692307692,0.418305344,0.126088172,0.454545455,0.352278835,0.156686391,3,0,hunting macrofauna (predator),benthic invertivore,demersal,fusiform / normal,45.75900903,0.405530557,-0.021819483
QLD2,20.02034,Unvegetated,0.005416791,25.94749975,27.08333333,1.091000006,1.761943416,4.474576271,0.435588005,-0.704942437,2.630275634,2.630275634,2.630275634,3.462000608,19.47560817,South,West,0.420001262,0.53932714,1.289491028,0.037824753,-0.360924088,0.628335814,0.292191738,0.168812419,0.401846154,0.8,0.276175287,0.126088172,0.993894543,0.392934656,0.1932,3,0,hunting macrofauna (predator),benthic invertivore,demersal,elongated,45.42075227,-0.770030552,-0.392709982
QLD2,20.01734,Seagrass,0.058663242,25.94749975,27.75,1.091000006,3.648213282,9.439678284,0.953683646,0.383820598,2.630275634,2.630275634,2.630275634,3.462000608,19.47560817,South,West,0.420001262,0.53932714,1.289491028,0.037824753,-0.020595665,0.378171385,0.142907306,2.543078788,0.948,0.692307692,0.418305344,0.126088172,0.454545455,0.352278835,0.156686391,3,0,hunting macrofauna (predator),benthic invertivore,demersal,fusiform / normal,45.75900903,0.405530557,-0.021819483
QLD2,20.02034,Unvegetated,0.002738633,25.94749975,27.08333333,1.091000006,1.761943416,4.474576271,0.435588005,-0.704942437,2.630275634,2.630275634,2.630275634,3.462000608,19.47560817,South,West,0.420001262,0.53932714,1.289491028,0.037824753,-0.360924088,0.628335814,0.292191738,0.168812419,0.401846154,0.8,0.276175287,0.126088172,0.993894543,0.392934656,0.1932,3,0,hunting macrofauna (predator),benthic invertivore,demersal,elongated,45.42075227,-0.770030552,-0.392709982
QLD2,20.01734,Seagrass,0.085586378,25.94749975,27.75,1.091000006,3.648213282,9.439678284,0.953683646,0.383820598,2.630275634,2.630275634,2.630275634,3.462000608,19.47560817,South,West,0.420001262,0.53932714,1.289491028,0.037824753,-0.020595665,0.378171385,0.142907306,2.543078788,0.948,0.692307692,0.418305344,0.126088172,0.454545455,0.352278835,0.156686391,3,0,hunting macrofauna (predator),benthic invertivore,demersal,fusiform / normal,45.75900903,0.405530557,-0.021819483
QLD2,20.02034,Unvegetated,0.202973815,25.94749975,27.08333333,1.091000006,1.761943416,4.474576271,0.435588005,-0.704942437,2.630275634,2.630275634,2.630275634,3.462000608,19.47560817,South,West,0.420001262,0.53932714,1.289491028,0.037824753,-0.360924088,0.628335814,0.292191738,0.168812419,0.401846154,0.8,0.276175287,0.126088172,0.993894543,0.392934656,0.1932,3,0,hunting macrofauna (predator),benthic invertivore,demersal,elongated,45.42075227,-0.770030552,-0.392709982
NSW4,35.09903,Unvegetated,0.009435181,NA,NA,NA,NA,NA,NA,NA,0.726329362,355.5143492,144.6416287,68.1741333,37.51825288,South,West,2.160293303,1.833619625,1.574242606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NSW4,35.09903,Unvegetated,0.003536727,NA,NA,NA,NA,NA,NA,NA,0.726329362,355.5143492,144.6416287,68.1741333,37.51825288,South,West,2.160293303,1.833619625,1.574242606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NSW4,35.09903,Unvegetated,0.027379887,NA,NA,NA,NA,NA,NA,NA,0.726329362,355.5143492,144.6416287,68.1741333,37.51825288,South,West,2.160293303,1.833619625,1.574242606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NSW2,32.380278,Seagrass,0.92,21.14899969,24.83333333,1.059499979,4.078953702,10.26363636,1.968743039,0.443088255,359.686929,560.8119441,460.2494366,40.63035202,14.73295873,South,West,2.662993266,1.608850585,1.168289972,0.025100952,0.294189036,0.924945472,0.367867183,2.847545585,2.211498747,0.615384615,0.895155653,0.126088172,0.636363636,0.428537759,0.211079882,3,0,hunting macrofauna (predator),benthic invertivore,demersal,fusiform / normal,46.26299502,0.454623174,0.345275439
NSW2,32.380278,Unvegetated,1,21.14899969,24.93333333,1.059499979,3.254972998,9.090909091,0.451585315,0.127059711,359.686929,560.8119441,460.2494366,40.63035202,14.73295873,South,West,2.662993266,1.608850585,1.168289972,0.025100952,-0.345260189,0.914180227,0.337917422,1.358631639,0.445888139,0.692307692,0.895155653,0.126088172,0.636363636,0.43161969,0.214704142,3,0,hunting macrofauna (predator),benthic invertivore,demersal,fusiform / normal,46.25755794,0.133421262,-0.34786187
NSW2,32.380278,Seagrass,0.92,21.14899969,24.83333333,1.059499979,4.078953702,10.26363636,1.968743039,0.443088255,359.686929,560.8119441,460.2494366,40.63035202,14.73295873,South,West,2.662993266,1.608850585,1.168289972,0.025100952,0.294189036,0.924945472,0.367867183,2.847545585,2.211498747,0.615384615,0.895155653,0.126088172,0.636363636,0.428537759,0.211079882,3,0,hunting macrofauna (predator),benthic invertivore,demersal,fusiform / normal,46.26299502,0.454623174,0.345275439
NSW2,32.380278,Unvegetated,1,21.14899969,24.93333333,1.059499979,3.254972998,9.090909091,0.451585315,0.127059711,359.686929,560.8119441,460.2494366,40.63035202,14.73295873,South,West,2.662993266,1.608850585,1.168289972,0.025100952,-0.345260189,0.914180227,0.337917422,1.358631639,0.445888139,0.692307692,0.895155653,0.126088172,0.636363636,0.43161969,0.214704142,3,0,hunting macrofauna (predator),benthic invertivore,demersal,fusiform / normal,46.25755794,0.133421262,-0.34786187
NSW2,32.380278,Seagrass,1,21.14899969,24.83333333,1.059499979,4.078953702,10.26363636,1.968743039,0.443088255,359.686929,560.8119441,460.2494366,40.63035202,14.73295873,South,West,2.662993266,1.608850585,1.168289972,0.025100952,0.294189036,0.924945472,0.367867183,2.847545585,2.211498747,0.615384615,0.895155653,0.126088172,0.636363636,0.428537759,0.211079882,3,0,hunting macrofauna (predator),benthic invertivore,demersal,fusiform / normal,46.26299502,0.454623174,0.345275439
NSW2,32.380278,Unvegetated,1,21.14899969,24.93333333,1.059499979,3.254972998,9.090909091,0.451585315,0.127059711,359.686929,560.8119441,460.2494366,40.63035202,14.73295873,South,West,2.662993266,1.608850585,1.168289972,0.025100952,-0.345260189,0.914180227,0.337917422,1.358631639,0.445888139,0.692307692,0.895155653,0.126088172,0.636363636,0.43161969,0.214704142,3,0,hunting macrofauna (predator),benthic invertivore,demersal,fusiform / normal,46.25755794,0.133421262,-0.34786187
FL,27.536592,Seagrass,0.480005493,25.58099937,21.85,1.974000037,NA,NA,NA,NA,514.5258948,2249.397736,1381.961815,292.1961975,295.2114332,North,West,3.140496043,2.46567456,2.470133173,0.295347156,NA,0.982664438,0.467469123,NA,NA,1,0.006991686,0.126088172,0.995286425,0.461846803,0.21875,1,0,hunting macrofauna (predator),benthic invertivore,benthic,fusiform / normal,NA,NA,NA
FL,27.53546,Unvegetated,0.323362617,25.58099937,21.85,1.974000037,NA,NA,NA,NA,514.5258948,2249.397736,1381.961815,292.1961975,295.2114332,North,West,3.140496043,2.46567456,2.470133173,0.295347156,NA,0.989034875,0.655823984,NA,NA,1,0.021000605,0.126088172,0.993998113,0.47556214,0.237847222,1,0,hunting macrofauna (predator),omnivore,benthic,fusiform / normal,NA,NA,NA
FL,27.536592,Seagrass,0.202973815,25.58099937,21.85,1.974000037,NA,NA,NA,NA,514.5258948,2249.397736,1381.961815,292.1961975,295.2114332,North,West,3.140496043,2.46567456,2.470133173,0.295347156,NA,0.982664438,0.467469123,NA,NA,1,0.006991686,0.126088172,0.995286425,0.461846803,0.21875,1,0,hunting macrofauna (predator),benthic invertivore,benthic,fusiform / normal,NA,NA,NA
FL,27.53546,Unvegetated,0.202973815,25.58099937,21.85,1.974000037,NA,NA,NA,NA,514.5258948,2249.397736,1381.961815,292.1961975,295.2114332,North,West,3.140496043,2.46567456,2.470133173,0.295347156,NA,0.989034875,0.655823984,NA,NA,1,0.021000605,0.126088172,0.993998113,0.47556214,0.237847222,1,0,hunting macrofauna (predator),omnivore,benthic,fusiform / normal,NA,NA,NA
FL,27.536592,Seagrass,0.202973815,25.58099937,21.85,1.974000037,NA,NA,NA,NA,514.5258948,2249.397736,1381.961815,292.1961975,295.2114332,North,West,3.140496043,2.46567456,2.470133173,0.295347156,NA,0.982664438,0.467469123,NA,NA,1,0.006991686,0.126088172,0.995286425,0.461846803,0.21875,1,0,hunting macrofauna (predator),benthic invertivore,benthic,fusiform / normal,NA,NA,NA
FL,27.53546,Unvegetated,1,25.58099937,21.85,1.974000037,NA,NA,NA,NA,514.5258948,2249.397736,1381.961815,292.1961975,295.2114332,North,West,3.140496043,2.46567456,2.470133173,0.295347156,NA,0.989034875,0.655823984,NA,NA,1,0.021000605,0.126088172,0.993998113,0.47556214,0.237847222,1,0,hunting macrofauna (predator),omnivore,benthic,fusiform / normal,NA,NA,NA
Panama,9.351809,Seagrass,0.208483147,29.6647501,30.42471333,2.056999981,NA,NA,NA,NA,196.5141053,196.5141053,196.5141053,93.13415527,44.11580753,North,West,2.293393728,1.96910898,1.644594233,0.313234288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Panama,9.351809,Seagrass,0.011590585,29.6647501,30.42471333,2.056999981,NA,NA,NA,NA,196.5141053,196.5141053,196.5141053,93.13415527,44.11580753,North,West,2.293393728,1.96910898,1.644594233,0.313234288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Panama,9.351617,Unvegetated,0,29.6647501,30.4243,2.056999981,NA,NA,NA,NA,196.5141053,196.5141053,196.5141053,93.13415527,44.11580753,North,West,2.293393728,1.96910898,1.644594233,0.313234288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Panama,9.351617,Unvegetated,0,29.6647501,30.4243,2.056999981,NA,NA,NA,NA,196.5141053,196.5141053,196.5141053,93.13415527,44.11580753,North,West,2.293393728,1.96910898,1.644594233,0.313234288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Panama,9.351617,Unvegetated,0.202973815,29.6647501,30.4243,2.056999981,NA,NA,NA,NA,196.5141053,196.5141053,196.5141053,93.13415527,44.11580753,North,West,2.293393728,1.96910898,1.644594233,0.313234288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NSW3,33.84018,Unvegetated,0.400177841,20.03666687,NA,0.510999997,NA,NA,NA,NA,440.3362973,440.3362973,440.3362973,3565.706787,1963.135017,South,West,2.643784486,3.552145628,3.29295017,-0.291579102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NSW3,33.84018,Unvegetated,0.88,20.03666687,NA,0.510999997,NA,NA,NA,NA,440.3362973,440.3362973,440.3362973,3565.706787,1963.135017,South,West,2.643784486,3.552145628,3.29295017,-0.291579102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NSW3,33.84018,Unvegetated,0.233433002,20.03666687,NA,0.510999997,NA,NA,NA,NA,440.3362973,440.3362973,440.3362973,3565.706787,1963.135017,South,West,2.643784486,3.552145628,3.29295017,-0.291579102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NSW3,33.84018,Unvegetated,0.100410052,20.03666687,NA,0.510999997,NA,NA,NA,NA,440.3362973,440.3362973,440.3362973,3565.706787,1963.135017,South,West,2.643784486,3.552145628,3.29295017,-0.291579102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brazil,23.78863,Seagrass,0.045521878,24.62349987,26.82222222,1.814250022,2.95880905,6.467889908,0.13353211,0.009379056,1197.673538,1604.158919,1400.916228,147.273819,150.8670631,South,West,3.146412166,2.168125549,2.178594436,0.258697137,-0.874414288,0.142798919,-1.699258837,0.436117499,0.07453373,0.777777778,0.591418242,0.126088172,0.857142857,0.483983194,0.25712963,4,0,hunting macrofauna (predator),benthic invertivore;higher carnivore,pelagic non-site attached,fusiform / normal,77.74394165,-0.359401808,-1.110509322
Brazil,23.762,Unvegetated,0.00143957,24.62349987,26.97777778,1.814250022,1.764693083,5.479452055,0.168069357,0.312646643,1197.673538,1604.158919,1400.916228,147.273819,150.8670631,South,West,3.146412166,2.168125549,2.178594436,0.258697137,-0.774511461,0.328570793,-1.716033702,0.172928837,0.014024024,0.9,0.521876595,0.126088172,0.75,0.499382101,0.26795,4,0,hunting macrofauna (predator),benthic invertivore;higher carnivore,pelagic non-site attached,fusiform / normal,78.39704883,-0.759628407,-1.768937777
Brazil,23.78863,Seagrass,0.006061651,24.62349987,26.82222222,1.814250022,2.95880905,6.467889908,0.13353211,0.009379056,1197.673538,1604.158919,1400.916228,147.273819,150.8670631,South,West,3.146412166,2.168125549,2.178594436,0.258697137,-0.874414288,0.142798919,-1.699258837,0.436117499,0.07453373,0.777777778,0.591418242,0.126088172,0.857142857,0.483983194,0.25712963,4,0,hunting macrofauna (predator),benthic invertivore;higher carnivore,pelagic non-site attached,fusiform / normal,77.74394165,-0.359401808,-1.110509322
Brazil,23.762,Unvegetated,0.00143957,24.62349987,26.97777778,1.814250022,1.764693083,5.479452055,0.168069357,0.312646643,1197.673538,1604.158919,1400.916228,147.273819,150.8670631,South,West,3.146412166,2.168125549,2.178594436,0.258697137,-0.774511461,0.328570793,-1.716033702,0.172928837,0.014024024,0.9,0.521876595,0.126088172,0.75,0.499382101,0.26795,4,0,hunting macrofauna (predator),benthic invertivore;higher carnivore,pelagic non-site attached,fusiform / normal,78.39704883,-0.759628407,-1.768937777
Brazil,23.78863,Seagrass,0.009435181,24.62349987,26.82222222,1.814250022,2.95880905,6.467889908,0.13353211,0.009379056,1197.673538,1604.158919,1400.916228,147.273819,150.8670631,South,West,3.146412166,2.168125549,2.178594436,0.258697137,-0.874414288,0.142798919,-1.699258837,0.436117499,0.07453373,0.777777778,0.591418242,0.126088172,0.857142857,0.483983194,0.25712963,4,0,hunting macrofauna (predator),benthic invertivore;higher carnivore,pelagic non-site attached,fusiform / normal,77.74394165,-0.359401808,-1.110509322
Brazil,23.762,Unvegetated,0.0077162,24.62349987,26.97777778,1.814250022,1.764693083,5.479452055,0.168069357,0.312646643,1197.673538,1604.158919,1400.916228,147.273819,150.8670631,South,West,3.146412166,2.168125549,2.178594436,0.258697137,-0.774511461,0.328570793,-1.716033702,0.172928837,0.014024024,0.9,0.521876595,0.126088172,0.75,0.499382101,0.26795,4,0,hunting macrofauna (predator),benthic invertivore;higher carnivore,pelagic non-site attached,fusiform / normal,78.39704883,-0.759628407,-1.768937777
NSW1,30.50583,Seagrass,1,22.21099949,27.86666667,1.837000012,2.346660669,12.25203252,2.583902439,0.608890737,1.72E-05,557.186461,291.3216649,151.9594421,94.47289276,South,West,2.464372783,2.181727691,1.975307214,0.264109159,0.412276112,0.959550363,0.296984716,4.360479498,3.1,0.722222222,0.537573839,0.126088172,0.75,0.487194496,0.258510802,4,0,hunting macrofauna (predator),benthic invertivore,demersal,fusiform / normal,45.64347177,0.639633835,0.491781776
NSW1,30.50439,Unvegetated,0.202973815,22.21099949,28.16666667,1.837000012,2.582174569,4.768292683,0.117804878,-0.039187117,1.72E-05,557.186461,291.3216649,151.9594421,94.47289276,South,West,2.464372783,2.181727691,1.975307214,0.264109159,-0.928836726,0.470654452,0.201333948,0.891065692,0.112,0.666666667,0.53023903,0.126088172,0.99559569,0.487354737,0.253194444,4,0,hunting macrofauna (predator),benthic invertivore,benthic,fusiform / normal,61.00950898,-0.049603163,-0.93930216
NSW1,30.50583,Seagrass,0.96,22.21099949,27.86666667,1.837000012,2.346660669,12.25203252,2.583902439,0.608890737,1.72E-05,557.186461,291.3216649,151.9594421,94.47289276,South,West,2.464372783,2.181727691,1.975307214,0.264109159,0.412276112,0.959550363,0.296984716,4.360479498,3.1,0.722222222,0.537573839,0.126088172,0.75,0.487194496,0.258510802,4,0,hunting macrofauna (predator),benthic invertivore,demersal,fusiform / normal,45.64347177,0.639633835,0.491781776
NSW1,30.50466,Unvegetated,0.202973815,22.21099949,28.16666667,1.837000012,2.582174569,4.768292683,0.117804878,-0.039187117,1.72E-05,557.186461,291.3216649,151.9594421,94.47289276,South,West,2.464372783,2.181727691,1.975307214,0.264109159,-0.928836726,0.470654452,0.201333948,0.891065692,0.112,0.666666667,0.53023903,0.126088172,0.99559569,0.487354737,0.253194444,4,0,hunting macrofauna (predator),benthic invertivore,benthic,fusiform / normal,61.00950898,-0.049603163,-0.93930216
NSW1,30.50583,Seagrass,1,22.21099949,27.86666667,1.837000012,2.346660669,12.25203252,2.583902439,0.608890737,1.72E-05,557.186461,291.3216649,151.9594421,94.47289276,South,West,2.464372783,2.181727691,1.975307214,0.264109159,0.412276112,0.959550363,0.296984716,4.360479498,3.1,0.722222222,0.537573839,0.126088172,0.75,0.487194496,0.258510802,4,0,hunting macrofauna (predator),benthic invertivore,demersal,fusiform / normal,45.64347177,0.639633835,0.491781776
NSW1,30.50466,Unvegetated,1,22.21099949,28.16666667,1.837000012,2.582174569,4.768292683,0.117804878,-0.039187117,1.72E-05,557.186461,291.3216649,151.9594421,94.47289276,South,West,2.464372783,2.181727691,1.975307214,0.264109159,-0.928836726,0.470654452,0.201333948,0.891065692,0.112,0.666666667,0.53023903,0.126088172,0.99559569,0.487354737,0.253194444,4,0,hunting macrofauna (predator),benthic invertivore,benthic,fusiform / normal,61.00950898,-0.049603163,-0.93930216
QLD3,26.393508,Seagrass,0.88,24.60199992,26,2.274333358,1.927119165,5.355731225,0.673853755,0.02662602,94.76907856,94.76907856,94.76907856,4.954134941,4.607288092,South,West,1.976666658,0.694967832,0.663445369,0.356854121,-0.171434347,0.647147425,-0.582420984,0.989003272,0.528333333,0.84,0.605443653,0.126088172,0.583333333,0.441795356,0.228336,5,0,hunting macrofauna (predator),benthic invertivore,demersal,fusiform / normal,30.99925907,-0.00436337,-0.274632938
QLD3,26.393508,Unvegetated,0.92,24.60199992,26,2.274333358,1.846984989,4.320512821,1.538760684,-0.282246694,94.76907856,94.76907856,94.76907856,4.954134941,4.607288092,South,West,1.976666658,0.694967832,0.663445369,0.356854121,0.187171081,0.910393009,0.28491836,0.332219097,1.015,0.869565217,0.430248271,0.126088172,0.666666667,0.409471913,0.201233459,4,0,hunting macrofauna (predator),benthic invertivore,demersal,fusiform / normal,26.76149842,-0.477270117,0.007747778
