Site Name,Country,Lat,Long,Seagrass/Unveg,Date,Time,Temp,Sal,Measurment Number,Data Collector,Notes,Participant List,Contact Email
Sunshine Cove,USA (AK),58.60859,-134.93278,Seagrass,20160822,1030,13.8,12,3,Wendel Raymond,,"Wendel Raymond, Cathy Mattson, Emily Whitney",wraymond2@alaska.edu
Sunshine Cove,USA (AK),58.60853,-134.93083,Unveg,20160822,1045,14.1,11,1,Wendel Raymond,,"Wendel Raymond, Cathy Mattson, Emily Whitney",wraymond2@alaska.edu
Sunshine Cove,USA (AK),58.60853,-134.93083,Unveg,20160822,1045,14,11,2,Wendel Raymond,,"Wendel Raymond, Cathy Mattson, Emily Whitney",wraymond2@alaska.edu
Sunshine Cove,USA (AK),58.60853,-134.93083,Unveg,20160822,1045,14,11,3,Wendel Raymond,,"Wendel Raymond, Cathy Mattson, Emily Whitney",wraymond2@alaska.edu
Sunshine Cove,USA (AK),58.60859,-134.93278,Seagrass,20160823,1100,14.1,13,1,Wendel Raymond,,"Wendel Raymond, Emily Whitney",wraymond2@alaska.edu
Sunshine Cove,USA (AK),58.60859,-134.93278,Seagrass,20160823,1100,14.1,13,2,Wendel Raymond,,"Wendel Raymond, Emily Whitney",wraymond2@alaska.edu
Sunshine Cove,USA (AK),58.60859,-134.93278,Seagrass,20160823,1100,14.1,12,3,Wendel Raymond,,"Wendel Raymond, Emily Whitney",wraymond2@alaska.edu
Sunshine Cove,USA (AK),58.60853,-134.93083,Unveg,20160822,1045,14.2,12,1,Wendel Raymond,,"Wendel Raymond, Emily Whitney",wraymond2@alaska.edu
Sunshine Cove,USA (AK),58.60853,-134.93083,Unveg,20160822,1045,14.2,12,2,Wendel Raymond,,"Wendel Raymond, Emily Whitney",wraymond2@alaska.edu
Sunshine Cove,USA (AK),58.60853,-134.93083,Unveg,20160822,1045,14,13,3,Wendel Raymond,,"Wendel Raymond, Emily Whitney",wraymond2@alaska.edu
Cymodocea_Moreton_Bay,Australia (QLD3),-27.49408,153.397264,Seagrass,20170208,1430,30.3,38.3,1,Rod Connolly,Missed measurement 2 and 3,"Rod Connolly, Kristin Gleeson, Tyson Martin, Estuarine Ecology field course students",r.connolly@griffith.edu.au
Cymodocea_Moreton_Bay,Australia (QLD3),-27.49408,153.397264,Seagrass,20170209,1600,30.6,37.5,1,Rod Connolly,,"Rod Connolly, Kristin Gleeson, Tyson Martin, Estuarine Ecology field course students",r.connolly@griffith.edu.au
Cymodocea_Moreton_Bay,Australia (QLD3),-27.49408,153.397264,Seagrass,20170209,1600,30.2,37.8,2,Rod Connolly,,"Rod Connolly, Kristin Gleeson, Tyson Martin, Estuarine Ecology field course students",r.connolly@griffith.edu.au
Cymodocea_Moreton_Bay,Australia (QLD3),-27.49408,153.397264,Seagrass,20170209,1600,30.4,37.6,3,Rod Connolly,,"Rod Connolly, Kristin Gleeson, Tyson Martin, Estuarine Ecology field course students",r.connolly@griffith.edu.au
Cymodocea_Moreton_Bay,Australia (QLD3),-27.49408,153.397264,Seagrass,20170210,1544,30.1,37.2,1,Rod Connolly,,"Rod Connolly, Kristin Gleeson, Tyson Martin, Estuarine Ecology field course students",r.connolly@griffith.edu.au
Cymodocea_Moreton_Bay,Australia (QLD3),-27.49408,153.397264,Seagrass,20170210,1544,29.9,38.1,2,Rod Connolly,,"Rod Connolly, Kristin Gleeson, Tyson Martin, Estuarine Ecology field course students",r.connolly@griffith.edu.au
Cymodocea_Moreton_Bay,Australia (QLD3),-27.49408,153.397264,Seagrass,20170210,1544,29.9,38.3,3,Rod Connolly,,"Rod Connolly, Kristin Gleeson, Tyson Martin, Estuarine Ecology field course students",r.connolly@griffith.edu.au
Edwards Point,Australia (VIC),-38.193552,144.711297,Seagrass,20170223,1240,21.5,37,1,Holger,,"Holger, Songlin",hjanes@deakin.edu.au
Edwards Point,Australia (VIC),-38.193552,144.711297,Unveg,20170223,1240,21.5,37,1,Holger,,"Holger, Songlin",hjanes@deakin.edu.au
Edwards Point,Australia (VIC),-38.193552,144.711297,Seagrass,20170224,1330,20.1,37,2,Holger,,"Holger, Songlin",hjanes@deakin.edu.au
Edwards Point,Australia (VIC),-38.193552,144.711297,Unveg,20170224,1330,20.1,37,2,Holger,,"Holger, Songlin",hjanes@deakin.edu.au
Edwards Point,Australia (VIC),-38.193552,144.711297,Seagrass,20170225,1330,19,37,3,Holger,,"Holger, Songlin",hjanes@deakin.edu.au
Edwards Point,Australia (VIC),-38.193552,144.711297,Unveg,20170225,1330,19,37,3,Holger,,"Holger, Songlin",hjanes@deakin.edu.au
Indented Head,Australia (VIC),-38.152773,144.716919,Seagrass,20170223,1630,22.2,37,1,Holger,,"Holger, Songlin",hjanes@deakin.edu.au
Indented Head,Australia (VIC),-38.152773,144.716919,Unveg,20170223,1630,22.2,37,1,Holger,,"Holger, Songlin",hjanes@deakin.edu.au
Indented Head,Australia (VIC),-38.152773,144.716919,Seagrass,20170224,1700,21.7,37,2,Holger,,"Holger, Songlin",hjanes@deakin.edu.au
Indented Head,Australia (VIC),-38.152773,144.716919,Unveg,20170224,1700,21.7,37,2,Holger,,"Holger, Songlin",hjanes@deakin.edu.au
Indented Head,Australia (VIC),-38.152773,144.716919,Seagrass,20170225,1700,22.8,37,3,Holger,,"Holger, Songlin",hjanes@deakin.edu.au
Indented Head,Australia (VIC),-38.152773,144.716919,Unveg,20170225,1700,22.8,37,3,Holger,,"Holger, Songlin",hjanes@deakin.edu.au
St. Leonards,Australia (VIC),-38.180151,144.715595,Seagrass,20170224,1030,20.7,37,1,Holger,,"Holger, Songlin",hjanes@deakin.edu.au
St. Leonards,Australia (VIC),-38.180151,144.715595,Unveg,20170224,1030,20.7,37,1,Holger,,"Holger, Songlin",hjanes@deakin.edu.au
St. Leonards,Australia (VIC),-38.180151,144.715595,Seagrass,20170225,1030,18.1,37,2,Holger,Very strong onshore wind,"Holger, Songlin",hjanes@deakin.edu.au
St. Leonards,Australia (VIC),-38.180151,144.715595,Unveg,20170225,1030,18.1,37,2,Holger,Very strong onshore wind,"Holger, Songlin",hjanes@deakin.edu.au
Koje-Korea,Korea,34.7285,128.6047,Seagrass,20160621,1438,19,32.8,1,Hwi-june Song,,"Kun-seop Lee, Hwi-june Song, Seung hyeon Kim, Ojong kwon",sormyo@pusan.ac.kr; klee@pusan.ac.kr
Koje-Korea,Korea,34.7285,128.6047,Seagrass,20160621,1438,18.7,32.7,2,Hwi-june Song,,"Kun-seop Lee, Hwi-june Song, Seung hyeon Kim, Ojong kwon",sormyo@pusan.ac.kr; klee@pusan.ac.kr
Koje-Korea,Korea,34.7285,128.6047,Seagrass,20160621,1438,18.8,32.6,3,Hwi-june Song,,"Kun-seop Lee, Hwi-june Song, Seung hyeon Kim, Ojong kwon",sormyo@pusan.ac.kr; klee@pusan.ac.kr
Koje-Korea,Korea,34.7289,128.6047,Unveg,20160621,1442,18.7,32.4,1,Hwi-june Song,,"Kun-seop Lee, Hwi-june Song, Seung hyeon Kim, Ojong kwon",sormyo@pusan.ac.kr; klee@pusan.ac.kr
Koje-Korea,Korea,34.7289,128.6047,Unveg,20160621,1442,18.7,32.4,2,Hwi-june Song,,"Kun-seop Lee, Hwi-june Song, Seung hyeon Kim, Ojong kwon",sormyo@pusan.ac.kr; klee@pusan.ac.kr
Koje-Korea,Korea,34.7289,128.6047,Unveg,20160621,1442,18.8,32.3,3,Hwi-june Song,,"Kun-seop Lee, Hwi-june Song, Seung hyeon Kim, Ojong kwon",sormyo@pusan.ac.kr; klee@pusan.ac.kr
Koje-Korea,Korea,34.7283,128.6047,Seagrass,20160622,1520,18.2,33,1,Hwi-june Song,,"Kun-seop Lee, Hwi-june Song, Seung hyeon Kim, Ojong kwon",sormyo@pusan.ac.kr; klee@pusan.ac.kr
Koje-Korea,Korea,34.7283,128.6047,Seagrass,20160622,1520,18.1,32.9,2,Hwi-june Song,,"Kun-seop Lee, Hwi-june Song, Seung hyeon Kim, Ojong kwon",sormyo@pusan.ac.kr; klee@pusan.ac.kr
Koje-Korea,Korea,34.7283,128.6047,Seagrass,20160622,1520,18,32.7,3,Hwi-june Song,,"Kun-seop Lee, Hwi-june Song, Seung hyeon Kim, Ojong kwon",sormyo@pusan.ac.kr; klee@pusan.ac.kr
Koje-Korea,Korea,34.7288,128.6047,Unveg,20160622,1520,17.8,32.5,1,Hwi-june Song,,"Kun-seop Lee, Hwi-june Song, Seung hyeon Kim, Ojong kwon",sormyo@pusan.ac.kr; klee@pusan.ac.kr
Koje-Korea,Korea,34.7288,128.6047,Unveg,20160622,1520,17.9,32.6,2,Hwi-june Song,,"Kun-seop Lee, Hwi-june Song, Seung hyeon Kim, Ojong kwon",sormyo@pusan.ac.kr; klee@pusan.ac.kr
Koje-Korea,Korea,34.7288,128.6047,Unveg,20160622,1520,18,32.6,3,Hwi-june Song,,"Kun-seop Lee, Hwi-june Song, Seung hyeon Kim, Ojong kwon",sormyo@pusan.ac.kr; klee@pusan.ac.kr
"Porthdinllaen, UK",Wales,52.9426,-4.56519,Seagrass,20160902,17:35,16.5,33,1,Max Robinson,"Windy, lots of drift algae in seine net","Max Robinson, Chiara Bertelli, Maria Scolamacchia",maxrobinson@hotmail.com
"Porthdinllaen, UK",Wales,52.9426,-4.56519,Seagrass,20160902,17:35,16.5,33,2,Max Robinson,"Windy, lots of drift algae in seine net","Max Robinson, Chiara Bertelli, Maria Scolamacchia",maxrobinson@hotmail.com
"Porthdinllaen, UK",Wales,52.9426,-4.56519,Seagrass,20160902,17:35,16.5,33,3,Max Robinson,"Windy, lots of drift algae in seine net","Max Robinson, Chiara Bertelli, Maria Scolamacchia",maxrobinson@hotmail.com
"Porthdinllaen, UK",Wales,52.94046,-4.56424,Unveg,20160902,18:15,16.5,33,1,Max Robinson,"Windy, lots of drift algae in seine net","Max Robinson, Chiara Bertelli, Maria Scolamacchia",maxrobinson@hotmail.com
"Porthdinllaen, UK",Wales,52.94046,-4.56424,Unveg,20160902,18:15,16.5,33,2,Max Robinson,"Windy, lots of drift algae in seine net","Max Robinson, Chiara Bertelli, Maria Scolamacchia",maxrobinson@hotmail.com
"Porthdinllaen, UK",Wales,52.94046,-4.56424,Unveg,20160902,18:15,16.5,33,3,Max Robinson,"Windy, lots of drift algae in seine net","Max Robinson, Chiara Bertelli, Maria Scolamacchia",maxrobinson@hotmail.com
"Porthdinllaen, UK",Wales,52.94251,-4.56562,Seagrass,20160903,18:30,16.5,33,1,Max Robinson,"Windy, lots of drift algae in seine net","Max Robinson, Chiara Bertelli, Maria Scolamacchia",maxrobinson@hotmail.com
"Porthdinllaen, UK",Wales,52.94251,-4.56562,Seagrass,20160903,18:30,16.5,33,2,Max Robinson,"Windy, lots of drift algae in seine net","Max Robinson, Chiara Bertelli, Maria Scolamacchia",maxrobinson@hotmail.com
"Porthdinllaen, UK",Wales,52.94251,-4.56562,Seagrass,20160903,18:30,16.5,33,3,Max Robinson,"Windy, lots of drift algae in seine net","Max Robinson, Chiara Bertelli, Maria Scolamacchia",maxrobinson@hotmail.com
"Porthdinllaen, UK",Wales,52.94046,-4.56424,Unveg,20160903,18:02,16.5,33,1,Max Robinson,"Windy, lots of drift algae in seine net","Max Robinson, Chiara Bertelli, Maria Scolamacchia",maxrobinson@hotmail.com
"Porthdinllaen, UK",Wales,52.94046,-4.56424,Unveg,20160903,18:02,16.5,33,2,Max Robinson,"Windy, lots of drift algae in seine net","Max Robinson, Chiara Bertelli, Maria Scolamacchia",maxrobinson@hotmail.com
"Porthdinllaen, UK",Wales,52.94046,-4.56424,Unveg,20160903,18:02,16.5,33,3,Max Robinson,"Windy, lots of drift algae in seine net","Max Robinson, Chiara Bertelli, Maria Scolamacchia",maxrobinson@hotmail.com
"Porthdinllaen, UK",Wales,52.9425,-4.56553,Seagrass,20160904,18:25,16.5,33,1,Max Robinson,a lot of drift algae,"Max Robinson, Chiara Bertelli, Maria Scolamacchia",maxrobinson@hotmail.com
"Porthdinllaen, UK",Wales,52.9425,-4.56553,Seagrass,20160904,18:25,16.5,33,2,Max Robinson,a lot of drift algae,"Max Robinson, Chiara Bertelli, Maria Scolamacchia",maxrobinson@hotmail.com
"Porthdinllaen, UK",Wales,52.9425,-4.56553,Seagrass,20160904,18:25,16.5,33,3,Max Robinson,a lot of drift algae,"Max Robinson, Chiara Bertelli, Maria Scolamacchia",maxrobinson@hotmail.com
"Porthdinllaen, UK",Wales,52.94046,-4.56424,Unveg,20160904,17:50,16.5,33,1,Max Robinson,a lot of drift algae,"Max Robinson, Chiara Bertelli, Maria Scolamacchia",maxrobinson@hotmail.com
"Porthdinllaen, UK",Wales,52.94046,-4.56424,Unveg,20160904,17:50,16.5,33,2,Max Robinson,a lot of drift algae,"Max Robinson, Chiara Bertelli, Maria Scolamacchia",maxrobinson@hotmail.com
"Porthdinllaen, UK",Wales,52.94046,-4.56424,Unveg,20160904,17:50,16.5,33,3,Max Robinson,a lot of drift algae,"Max Robinson, Chiara Bertelli, Maria Scolamacchia",maxrobinson@hotmail.com
Unvegetated_Moreton_Bay,Australia (QLD3),-27.494632,153.39706,Unveg,20170208,1450,30.1,38.3,1,Rod Connolly,,"Rod Connolly, Kristin Gleeson, Tyson Martin, Estuarine Ecology field course students",r.connolly@griffith.edu.au
Unvegetated_Moreton_Bay,Australia (QLD3),-27.494632,153.39706,Unveg,20170208,1450,29.5,38.7,2,Rod Connolly,,"Rod Connolly, Kristin Gleeson, Tyson Martin, Estuarine Ecology field course students",r.connolly@griffith.edu.au
Unvegetated_Moreton_Bay,Australia (QLD3),-27.494632,153.39706,Unveg,20170208,1450,29.6,38.3,3,Rod Connolly,,"Rod Connolly, Kristin Gleeson, Tyson Martin, Estuarine Ecology field course students",r.connolly@griffith.edu.au
Unvegetated_Moreton_Bay,Australia (QLD3),-27.494632,153.39706,Unveg,20170209,1601,31.6,38.9,1,Rod Connolly,,"Rod Connolly, Kristin Gleeson, Tyson Martin, Estuarine Ecology field course students",r.connolly@griffith.edu.au
Unvegetated_Moreton_Bay,Australia (QLD3),-27.494632,153.39706,Unveg,20170209,1601,31.9,38.6,2,Rod Connolly,,"Rod Connolly, Kristin Gleeson, Tyson Martin, Estuarine Ecology field course students",r.connolly@griffith.edu.au
Unvegetated_Moreton_Bay,Australia (QLD3),-27.494632,153.39706,Unveg,20170209,1601,31,38.9,3,Rod Connolly,,"Rod Connolly, Kristin Gleeson, Tyson Martin, Estuarine Ecology field course students",r.connolly@griffith.edu.au
Unvegetated_Moreton_Bay,Australia (QLD3),-27.494632,153.39706,Unveg,20170210,1530,30.3,35.9,1,Rod Connolly,,"Rod Connolly, Kristin Gleeson, Tyson Martin, Estuarine Ecology field course students",r.connolly@griffith.edu.au
Unvegetated_Moreton_Bay,Australia (QLD3),-27.494632,153.39706,Unveg,20170210,1530,30.5,35.9,2,Rod Connolly,,"Rod Connolly, Kristin Gleeson, Tyson Martin, Estuarine Ecology field course students",r.connolly@griffith.edu.au
Unvegetated_Moreton_Bay,Australia (QLD3),-27.494632,153.39706,Unveg,20170210,1530,30.2,36,3,Rod Connolly,,"Rod Connolly, Kristin Gleeson, Tyson Martin, Estuarine Ecology field course students",r.connolly@griffith.edu.au
Urunga Lagoon 1,Australia (NSW2),-30.50583,153.02362,Seagrass,20170224,1409,27.9,36.4,1,Brendan Kelaher,The seagrass was Zostera muelleri and the site was a shallow estuary with sun warmed water.,"Brendan Kelaher, Dylon Grogen",brendan.kelaher@scu.edu.au
Urunga Lagoon 1,Australia (NSW2),-30.50583,153.02362,Seagrass,20170224,1410,28,36.5,2,Brendan Kelaher,The seagrass was Zostera muelleri and the site was a shallow estuary with sun warmed water.,"Brendan Kelaher, Dylon Grogen",brendan.kelaher@scu.edu.au
Urunga Lagoon 1,Australia (NSW2),-30.50583,153.02362,Seagrass,20170224,1411,27.7,36.5,3,Brendan Kelaher,The seagrass was Zostera muelleri and the site was a shallow estuary with sun warmed water.,"Brendan Kelaher, Dylon Grogen",brendan.kelaher@scu.edu.au
Urunga Lagoon 2,Australia (NSW2),-30.50466,153.02372,Unveg,20170224,1516,28.1,36.5,1,Brendan Kelaher,The seagrass was Zostera muelleri and the site was a shallow estuary with sun warmed water.,"Brendan Kelaher, Dylon Grogen",brendan.kelaher@scu.edu.au
Urunga Lagoon 2,Australia (NSW2),-30.50466,153.02372,Unveg,20170224,1516,28.1,36.4,2,Brendan Kelaher,The seagrass was Zostera muelleri and the site was a shallow estuary with sun warmed water.,"Brendan Kelaher, Dylon Grogen",brendan.kelaher@scu.edu.au
Urunga Lagoon 2,Australia (NSW2),-30.50466,153.02372,Unveg,20170224,1516,28.3,36.5,3,Brendan Kelaher,The seagrass was Zostera muelleri and the site was a shallow estuary with sun warmed water.,"Brendan Kelaher, Dylon Grogen",brendan.kelaher@scu.edu.au
Green Island,Australia (QLD4),-16.75543,145.97292,Seagrass,20170313,1340,31,33,1,Michael Rasheed,,"Michael Rasheed, Paul York, Abbi Scott",michael.rasheed@jcu.edu.au
Green Island,Australia (QLD4),-16.75543,145.97292,Seagrass,20170313,1340,31,34,2,Michael Rasheed,,"Michael Rasheed, Paul York, Abbi Scott",michael.rasheed@jcu.edu.au
Green Island,Australia (QLD4),-16.75543,145.97292,Seagrass,20170313,1340,31,35,3,Michael Rasheed,,"Michael Rasheed, Paul York, Abbi Scott",michael.rasheed@jcu.edu.au
Green Island,Australia (QLD4),-16.7556,145.97476,Unveg,20170313,1350,31,34,1,Michael Rasheed,,"Michael Rasheed, Paul York, Abbi Scott",michael.rasheed@jcu.edu.au
Green Island,Australia (QLD4),-16.7556,145.97476,Unveg,20170313,1350,31,35,2,Michael Rasheed,,"Michael Rasheed, Paul York, Abbi Scott",michael.rasheed@jcu.edu.au
Green Island,Australia (QLD4),-16.7556,145.97476,Unveg,20170313,1350,31,35,3,Michael Rasheed,,"Michael Rasheed, Paul York, Abbi Scott",michael.rasheed@jcu.edu.au
Green Island,Australia (QLD4),-16.75543,145.97292,Seagrass,20170314,1134,31,35,1,Michael Rasheed,,"Michael Rasheed, Paul York, Abbi Scott",michael.rasheed@jcu.edu.au
Green Island,Australia (QLD4),-16.75543,145.97292,Seagrass,20170314,1134,31,35,2,Michael Rasheed,,"Michael Rasheed, Paul York, Abbi Scott",michael.rasheed@jcu.edu.au
Green Island,Australia (QLD4),-16.75543,145.97292,Seagrass,20170314,1134,31,35,3,Michael Rasheed,,"Michael Rasheed, Paul York, Abbi Scott",michael.rasheed@jcu.edu.au
Green Island,Australia (QLD4),-16.7556,145.97476,Unveg,20170314,1130,31,35,1,Michael Rasheed,,"Michael Rasheed, Paul York, Abbi Scott",michael.rasheed@jcu.edu.au
Green Island,Australia (QLD4),-16.7556,145.97476,Unveg,20170314,1130,31,34,2,Michael Rasheed,,"Michael Rasheed, Paul York, Abbi Scott",michael.rasheed@jcu.edu.au
Green Island,Australia (QLD4),-16.7556,145.97476,Unveg,20170314,1130,31,35,3,Michael Rasheed,,"Michael Rasheed, Paul York, Abbi Scott",michael.rasheed@jcu.edu.au
Green Island,Australia (QLD4),-16.75543,145.97292,Seagrass,20170315,905,29,34,1,Michael Rasheed,,"Michael Rasheed, Paul York, Abbi Scott",michael.rasheed@jcu.edu.au
Green Island,Australia (QLD4),-16.75543,145.97292,Seagrass,20170315,905,29,34,2,Michael Rasheed,,"Michael Rasheed, Paul York, Abbi Scott",michael.rasheed@jcu.edu.au
Green Island,Australia (QLD4),-16.75543,145.97292,Seagrass,20170315,905,30,34,3,Michael Rasheed,,"Michael Rasheed, Paul York, Abbi Scott",michael.rasheed@jcu.edu.au
Green Island,Australia (QLD4),-16.7556,145.97476,Unveg,20170315,830,31,34,1,Michael Rasheed,,"Michael Rasheed, Paul York, Abbi Scott",michael.rasheed@jcu.edu.au
Green Island,Australia (QLD4),-16.7556,145.97476,Unveg,20170315,830,31,33,2,Michael Rasheed,,"Michael Rasheed, Paul York, Abbi Scott",michael.rasheed@jcu.edu.au
Green Island,Australia (QLD4),-16.7556,145.97476,Unveg,20170315,830,31,33,3,Michael Rasheed,,"Michael Rasheed, Paul York, Abbi Scott",michael.rasheed@jcu.edu.au
Green Island,Australia (QLD4),-16.75543,145.97292,Seagrass,20170316,905,29,34,1,Michael Rasheed,,"Michael Rasheed, Paul York, Abbi Scott",michael.rasheed@jcu.edu.au
Green Island,Australia (QLD4),-16.75543,145.97292,Seagrass,20170316,905,29,34,2,Michael Rasheed,,"Michael Rasheed, Paul York, Abbi Scott",michael.rasheed@jcu.edu.au
Green Island,Australia (QLD4),-16.75543,145.97292,Seagrass,20170316,905,30,34,3,Michael Rasheed,,"Michael Rasheed, Paul York, Abbi Scott",michael.rasheed@jcu.edu.au
Green Island,Australia (QLD4),-16.7556,145.97476,Unveg,20170316,909,30,33,1,Michael Rasheed,,"Michael Rasheed, Paul York, Abbi Scott",michael.rasheed@jcu.edu.au
Green Island,Australia (QLD4),-16.7556,145.97476,Unveg,20170316,909,30,34,2,Michael Rasheed,,"Michael Rasheed, Paul York, Abbi Scott",michael.rasheed@jcu.edu.au
Green Island,Australia (QLD4),-16.7556,145.97476,Unveg,20170316,909,30,34,3,Michael Rasheed,,"Michael Rasheed, Paul York, Abbi Scott",michael.rasheed@jcu.edu.au
Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Seagrass,20160705,09:26:00,24.8,34.3,1,Francesca Rossi,,"F. Rossi, Mathilde Teyssier",francesca.rossi@cnrs.fr
Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Seagrass,20160705,09:26:00,24.9,35.7,2,Francesca Rossi,,"F. Rossi, Mathilde Teyssier",francesca.rossi@cnrs.fr
Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Seagrass,20160705,09:26:00,24.9,36,3,Francesca Rossi,,"F. Rossi, Mathilde Teyssier",francesca.rossi@cnrs.fr
Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Unveg,20160705,09:30:00,24.8,35.8,1,Francesca Rossi,,"F. Rossi, Mathilde Teyssier",francesca.rossi@cnrs.fr
Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Unveg,20160705,09:30:00,24.8,36.2,2,Francesca Rossi,,"F. Rossi, Mathilde Teyssier",francesca.rossi@cnrs.fr
Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Unveg,20160705,09:30:00,24.8,36.2,3,Francesca Rossi,,"F. Rossi, Mathilde Teyssier",francesca.rossi@cnrs.fr
Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Seagrass,20160706,11:05:00,24.3,36.4,1,Francesca Rossi,,"F. Rossi, Mathilde Teyssier",francesca.rossi@cnrs.fr
Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Seagrass,20160706,11:05:00,24.2,36.1,2,Francesca Rossi,,"F. Rossi, Mathilde Teyssier",francesca.rossi@cnrs.fr
Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Seagrass,20160706,11:05:00,24,36.4,3,Francesca Rossi,,"F. Rossi, Mathilde Teyssier",francesca.rossi@cnrs.fr
Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Unveg,20160706,11:10:00,24.4,35.6,1,Francesca Rossi,,"F. Rossi, Mathilde Teyssier",francesca.rossi@cnrs.fr
Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Unveg,20160706,11:10:00,24.3,36.1,2,Francesca Rossi,,"F. Rossi, Mathilde Teyssier",francesca.rossi@cnrs.fr
Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Unveg,20160706,11:10:00,24.2,36.4,3,Francesca Rossi,,"F. Rossi, Mathilde Teyssier",francesca.rossi@cnrs.fr
Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Seagrass,20160707,10:06:00,23.8,36,1,Francesca Rossi,,"F. Rossi, Mathilde Teyssier",francesca.rossi@cnrs.fr
Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Seagrass,20160707,10:06:00,23.8,36.2,2,Francesca Rossi,,"F. Rossi, Mathilde Teyssier",francesca.rossi@cnrs.fr
Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Seagrass,20160707,10:06:00,23.8,36,3,Francesca Rossi,,"F. Rossi, Mathilde Teyssier",francesca.rossi@cnrs.fr
Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Unveg,20160707,10:02:00,23.8,36.1,1,Francesca Rossi,,"F. Rossi, Mathilde Teyssier",francesca.rossi@cnrs.fr
Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Unveg,20160707,10:02:00,23.8,36,2,Francesca Rossi,,"F. Rossi, Mathilde Teyssier",francesca.rossi@cnrs.fr
Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Unveg,20160707,10:02:00,23.9,35.8,3,Francesca Rossi,,"F. Rossi, Mathilde Teyssier",francesca.rossi@cnrs.fr
Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Seagrass,20160708,10:50:00,25,36.1,1,Francesca Rossi,,"F. Rossi, Mathilde Teyssier",francesca.rossi@cnrs.fr
Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Seagrass,20160708,10:50:00,25,36.2,2,Francesca Rossi,,"F. Rossi, Mathilde Teyssier",francesca.rossi@cnrs.fr
Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Seagrass,20160708,10:50:00,25.1,36.3,3,Francesca Rossi,,"F. Rossi, Mathilde Teyssier",francesca.rossi@cnrs.fr
Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Unveg,20160708,10:55:00,25.2,35.4,1,Francesca Rossi,,"F. Rossi, Mathilde Teyssier",francesca.rossi@cnrs.fr
Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Unveg,20160708,10:55:00,25.2,36.2,2,Francesca Rossi,,"F. Rossi, Mathilde Teyssier",francesca.rossi@cnrs.fr
Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Unveg,20160708,10:55:00,25.3,36.3,3,Francesca Rossi,,"F. Rossi, Mathilde Teyssier",francesca.rossi@cnrs.fr
Elkhorn Slough,USA (CA3),36.8111,-121.7792,Unveg,20160622,8:20,17,31.1,1,Brent Hughes,"YSI failed, used nearest NERR YSI 200m away",B. Hughes,bbhughes@ucsc.edu
Elkhorn Slough,USA (CA3),36.8111,-121.7792,Unveg,20160622,8:20,17,31.1,2,Brent Hughes,"YSI failed, used nearest NERR YSI 200m away",B. Hughes,bbhughes@ucsc.edu
Elkhorn Slough,USA (CA3),36.8111,-121.7792,Unveg,20160622,8:20,17,31.1,3,Brent Hughes,"YSI failed, used nearest NERR YSI 200m away",B. Hughes,bbhughes@ucsc.edu
Elkhorn Slough,USA (CA3),36.8111,-121.7792,Seagrass,20160622,8:40,15.9,30.8,1,Brent Hughes,"YSI failed, used nearest NERR YSI 150m away",B. Hughes,bbhughes@ucsc.edu
Elkhorn Slough,USA (CA3),36.8111,-121.7792,Seagrass,20160622,8:40,15.9,30.8,2,Brent Hughes,"YSI failed, used nearest NERR YSI 150m away",B. Hughes,bbhughes@ucsc.edu
Elkhorn Slough,USA (CA3),36.8111,-121.7792,Seagrass,20160622,8:40,15.9,30.8,3,Brent Hughes,"YSI failed, used nearest NERR YSI 150m away",B. Hughes,bbhughes@ucsc.edu
Elkhorn Slough,USA (CA3),36.810254,-121.783827,Unveg,20160623,9:00,16.2,34.69,1,Brent Hughes,,B. Hughes,bbhughes@ucsc.edu
Elkhorn Slough,USA (CA3),36.810254,-121.783827,Unveg,20160623,9:00,16.2,34.68,2,Brent Hughes,,B. Hughes,bbhughes@ucsc.edu
Elkhorn Slough,USA (CA3),36.810254,-121.783827,Unveg,20160623,9:00,16.2,34.66,3,Brent Hughes,,B. Hughes,bbhughes@ucsc.edu
