SpecCode,Species,AutoCtr,StockCode,FamCode,PopLWRef,LengthMin,LengthMax,Type,LmaxCompare,EsQ,Number,Sex,a,aTL,b,CoeffDetermination,SEa,SEb,SDa,SDb,LCLa,UCLa,LCLb,UCLb,Method,SpecimenType,Locality,DataRef,C_Code,Comment,Entered,DateEntered,Modified,DateModified,Expert,DateChecked,TS
695,Limanda limanda,40876,711,NA,115042,10,50,TL,NA,NA,NA,female,0.0053,NA,3.253,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,fresh,"western Baltic Sea (SD 22-24), 2008-2012",NA,NA,Total Length (TL) presumed.,3,2017-08-31T00:00:00Z,NA,2017-08-31T00:00:00Z,NA,NA,NA
695,Limanda limanda,40877,711,NA,115042,10,50,TL,NA,NA,NA,male,0.0079,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,fresh,"western Baltic Sea (SD 22-24), 2008-2012",NA,NA,Total length presumed,3,2017-08-31T00:00:00Z,NA,2017-08-31T00:00:00Z,NA,NA,NA
695,Limanda limanda,11462,56744,NA,94462,5,40,TL,NA,NA,3778,mixed,0.00545,NA,3.23,0.989,NA,NA,0.212,NA,0.00527,0.00564,3.22,3.24,Type I linear regression,fresh,ICES areas 22-32,94462,NA,ICES SMALK data from 2007-11.,393,2013-11-26T00:00:00Z,NA,2013-11-26T00:00:00Z,NA,NA,NA
695,Limanda limanda,11461,58234,NA,94462,10,33,TL,NA,NA,462,mixed,0.0068,NA,3.14,0.981,NA,NA,0.076,NA,0.00604,0.00772,3.1,3.18,Type I linear regression,fresh,"North Sea, Sub-area IV",94462,NA,ICES SMALK data from 2007-11.,393,2013-11-26T00:00:00Z,NA,2013-11-26T00:00:00Z,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3212,Lucania parva,36546,3408,NA,95265,1,4,SL,NA,NA,168,unsexed,0.14,NA,3.598,0.952,NA,0.062,NA,NA,NA,NA,3.476,3.72,Type I linear regression,fresh,"Celestun lagoon, Yucatan, 1990-2006",95265,484,Weight range: 0.01 - 2.19 g.,393,2015-04-02T00:00:00Z,NA,2015-04-02T00:00:00Z,NA,NA,NA
3212,Lucania parva,36593,3408,NA,101917,NA,NA,NA,NA,NA,1990,unsexed,0.0093,NA,3.7391,0.76,NA,NA,NA,NA,NA,NA,NA,NA,Type I linear regression,fresh,"Biscayne Bay, Florida, Feb/Aug 2005",101917,840,NA,2,2015-05-25T00:00:00Z,NA,2015-05-25T00:00:00Z,NA,NA,NA
3212,Lucania parva,41854,3408,NA,118196,NA,4.5,SL,NA,NA,363,unsexed,0.023,NA,2.797,0.837,NA,NA,NA,NA,NA,NA,2.671,2.922,Type I linear regression,NA,"R<ed>a Lagartos lagoon, Yucatan / 2004-2005.",NA,484,length range: 0.1-4.5,65,2018-09-25T00:00:00Z,NA,2018-09-25T00:00:00Z,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,Mallotus villosus,1144,266,80,1080,NA,NA,TL,NA,NA,NA,female,0.00215,0.00215,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,fresh,Labrador Sea,1080,124B,NA,3,1997-03-30T00:00:00Z,NA,1997-12-16T00:00:00Z,NA,NA,NA
252,Mallotus villosus,1145,266,80,1080,NA,NA,TL,NA,NA,NA,male,0.00146,0.00146,3.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,fresh,Labrador Sea,1080,124B,NA,3,1997-03-30T00:00:00Z,NA,1997-03-30T00:00:00Z,NA,NA,NA
252,Mallotus villosus,1146,266,80,56527,NA,NA,FL,NA,NA,NA,Mixed,0.00283,0,3.3056,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,fresh,Gulf of Anadyr (Bering Sea),NA,643,NA,1287,2006-03-22T23:43:11Z,NA,2006-03-22T23:43:11Z,NA,NA,NA
252,Mallotus villosus,1147,266,80,56527,NA,NA,FL,NA,NA,NA,Mixed,0.0219,0,2.5951,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,fresh,Peter the Great Bay (Sea of Japan),NA,643,NA,1287,2006-03-22T23:44:04Z,NA,2006-03-22T23:44:04Z,NA,NA,NA
252,Mallotus villosus,41716,266,NA,82882,NA,NA,FL,NA,NA,196,mixed,7.1e-4,NA,3.77,0.85,NA,NA,NA,NA,NA,NA,NA,NA,nonlinear regression,fresh,Canadian Arctic,82882,124,"Converted from dm from Ref. 82882 (Tab. 1, p. 26).",2448,2018-07-25T00:00:00Z,NA,2018-07-25T00:00:00Z,NA,NA,NA
252,Mallotus villosus,41715,266,NA,82882,NA,NA,FL,NA,NA,187,mixed,7.7e-4,NA,3.74,0.85,NA,NA,NA,NA,NA,NA,NA,NA,nonlinear regression,fresh,Coats Island,82882,124,"Converted from dm from Ref. 82882 (Tab. 1, p. 26).",2448,2018-07-25T00:00:00Z,NA,2018-07-25T00:00:00Z,NA,NA,NA
252,Mallotus villosus,42153,266,NA,118005,NA,NA,FL,NA,NA,61,unsexed,5e-4,NA,3.9,0.82,NA,NA,NA,NA,NA,NA,NA,NA,Type I linear regression,fresh,Chukchi Sea / 1983-1983,118005,NA,Sampling was conducted from July to August.  Converted from mm from Ref. 118005 (p. 63).,2448,2019-01-11T00:00:00Z,NA,2019-01-11T00:00:00Z,NA,NA,NA
3241,Menidia beryllina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
339,Menidia menidia,1499,353,218,7159,NA,NA,TL,NA,NA,338,mixed,0.00602,0.00602,3.023,0.99401,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,fresh,"Annapolis River, Nova Scotia",7159,124,NA,3,1994-06-26T00:00:00Z,NA,1996-11-14T00:00:00Z,NA,NA,NA
12968,Menticirrhus ophicephalus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,Merlangius merlangus,10161,39,183,6014,11,49,TL,NA,NA,982,unsexed,0.00344,0.00344,3.258,0.998,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,fresh,Bay of Biscay,6014,250,NA,3,1993-08-16T00:00:00Z,3,2013-02-07T00:00:00Z,NA,NA,NA
29,Merlangius merlangus,159,39,183,6014,4,50,TL,NA,NA,1330,unsexed,0.00621,0.00621,3.103,0.998,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,fresh,East and West Channel,6014,250,NA,3,1993-08-18T00:00:00Z,3,2013-02-07T00:00:00Z,NA,NA,NA
29,Merlangius merlangus,10162,39,183,6014,NA,NA,NA,NA,NA,NA,unsexed,0.00748,NA,3.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,fresh,Western,6014,826B,NA,3,1993-08-18T00:00:00Z,3,2013-02-07T00:00:00Z,NA,NA,NA
29,Merlangius merlangus,160,39,183,6014,NA,NA,NA,NA,NA,NA,unsexed,0.00984,NA,2.926,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,fresh,North Sea,6014,826,NA,3,1993-08-18T00:00:00Z,3,2013-02-07T00:00:00Z,NA,NA,NA
29,Merlangius merlangus,10163,39,183,42455,9,37,TL,NA,NA,569,mixed,0.00566,0.00566,3.119,0.95004,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,fresh,"Thermaikos/Thracian Sea, 1992-93",27055,300,NA,3,2002-08-01T00:00:00Z,65,2011-07-15T00:00:00Z,NA,NA,NA
29,Merlangius merlangus,161,39,183,54271,NA,NA,TL,NA,NA,393,mixed,0.00556,NA,3.104,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,fresh,"not specified (ICES division), 1986",54271,826A,Year based on publication.,393,2008-12-08T00:00:00Z,NA,2008-12-08T00:00:00Z,NA,NA,NA
29,Merlangius merlangus,10164,39,183,56510,8,26,TL,NA,NA,NA,Mixed,0.008,0.008,3.0863,0.9988,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,fresh,Black Sea,NA,810,NA,1287,2006-03-21T18:55:08Z,65,2011-07-15T00:00:00Z,NA,NA,NA
29,Merlangius merlangus,162,39,183,59118,14.7,33.4,TL,NA,NA,1134,unsexed,0.0058,NA,3.063,0.919,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,fresh,"River Mirna estuary, northern Adriatic, 2000-2004",59118,191,NA,3,2009-05-04T00:00:00Z,NA,2009-05-07T00:00:00Z,NA,NA,NA
29,Merlangius merlangus,10204,39,183,86700,6.7,29.5,TL,NA,NA,943,unsexed,0.004,NA,3.169,0.983,NA,0.013,NA,NA,NA,NA,3.143,3.196,type I linear regression,fresh,"Eastern Black Sea, 2007",NA,792,NA,3,2011-11-10T00:00:00Z,65,2014-03-12T00:00:00Z,NA,NA,NA
29,Merlangius merlangus,10201,39,183,86715,8.8,22.7,TL,NA,NA,480,Female,0.007,NA,3.0118,0.96,NA,NA,NA,NA,NA,NA,2.962,3.062,Type II linear regression,fresh,"Central Black Sea, 2004-2005",86715,792,NA,3,2011-11-10T00:00:00Z,NA,2011-11-11T00:00:00Z,NA,NA,NA
29,Merlangius merlangus,10202,39,183,86715,8.1,22.4,TL,NA,NA,400,Male,0.0084,NA,2.9303,0.94,NA,NA,NA,NA,NA,NA,NA,NA,type II linear regression,fresh,"Central Black Sea, 2004-2005",86715,792,NA,3,2011-11-10T00:00:00Z,3,2012-09-05T19:25:13Z,NA,NA,NA
29,Merlangius merlangus,10203,39,183,86715,7.7,22.7,TL,NA,NA,904,Mixed,0.0067,NA,3.0248,0.96,NA,NA,NA,NA,NA,NA,2.987,3.063,Type II linear regression,fresh,"Central Black Sea, 2004-2005",86715,792,NA,3,2011-11-10T00:00:00Z,NA,2011-11-11T00:00:00Z,NA,NA,NA
29,Merlangius merlangus,10205,39,183,88088,7.6,24.2,TL,NA,NA,166,unsexed,0.0047,NA,3.149,0.943,NA,NA,NA,NA,NA,NA,3.087,3.212,type I linear regression,fresh,"northern Sea of Marmara, 2006-2007 (Nov.-Mar.)",88088,792,NA,3,2011-11-10T00:00:00Z,NA,2011-11-11T00:00:00Z,NA,NA,NA
29,Merlangius merlangus,11201,39,NA,89795,8.8,22.7,TL,NA,NA,480,female,0.007,0.007,3.0118,0.96,NA,0.05,NA,NA,NA,NA,NA,NA,Type I linear regression,fresh,middle Black Sea / 2004-2005.,NA,792,NA,65,2012-10-17T00:00:00Z,NA,2012-10-17T00:00:00Z,NA,NA,NA
29,Merlangius merlangus,11203,39,NA,89795,8.1,22.4,TL,NA,Yes,400,male,0.084,0.084,2.9303,0.94,NA,0.075,NA,NA,NA,NA,NA,NA,Type I linear regression,fresh,middle Black Sea / 2004-2005.,NA,792,NA,65,2012-10-17T00:00:00Z,NA,2012-10-17T00:00:00Z,NA,NA,NA
29,Merlangius merlangus,11204,39,NA,89795,7.7,22.7,TL,NA,NA,904,mixed,0.0067,0.0067,3.0248,0.96,NA,0.038,NA,NA,NA,NA,NA,NA,Type I linear regression,fresh,middle Black Sea / 2004-2005.,NA,792,NA,65,2012-10-17T00:00:00Z,NA,2012-10-17T00:00:00Z,NA,NA,NA
29,Merlangius merlangus,35971,39,NA,91128,5.5,22.5,TL,NA,NA,3715,unsexed,0.004,0.004,3.151,0.99,NA,0.15,NA,NA,NA,NA,NA,NA,Type I linear regression,fresh,"Black Sea, 2006-2008",91128,100,NA,393,2014-07-29T00:00:00Z,NA,2014-07-29T00:00:00Z,NA,NA,NA
29,Merlangius merlangus,39058,39,183,106276,7.5,53.5,TL,NA,NA,9435,Female,0.0045,NA,3.162,0.9863,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,fresh,North Sea / 1994-2009,NA,NA,NA,65,2016-12-19T00:00:00Z,NA,2016-12-19T00:00:00Z,NA,NA,NA
29,Merlangius merlangus,39059,39,183,106276,7.5,47.5,TL,NA,NA,9315,Male,0.0057,NA,3.0863,0.9808,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,fresh,North Sea / 1994-2009,NA,NA,NA,65,2016-12-19T00:00:00Z,NA,2016-12-19T00:00:00Z,NA,NA,NA
29,Merlangius merlangus,39062,39,183,106276,6.5,53.5,TL,NA,NA,4895,unsexed,0.0041,NA,3.1868,0.9882,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,fresh,North Sea / (February) 1998-2009,NA,NA,NA,65,2016-12-19T00:00:00Z,NA,2016-12-19T00:00:00Z,NA,NA,NA
29,Merlangius merlangus,39060,39,183,106276,6.5,53.5,TL,NA,NA,8862,unsexed,0.0042,NA,3.1775,0.9865,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,fresh,North Sea / (Quarter 1) 1997-2007,NA,NA,NA,65,2016-12-19T00:00:00Z,NA,2016-12-19T00:00:00Z,NA,NA,NA
29,Merlangius merlangus,39061,39,183,106276,5.5,52.5,TL,NA,NA,5199,unsexed,0.0049,NA,3.1319,0.9881,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,fresh,North Sea / (January) 1998-2009,NA,NA,NA,65,2016-12-19T00:00:00Z,NA,2016-12-19T00:00:00Z,NA,NA,NA
29,Merlangius merlangus,39057,39,183,106276,3.5,91.5,TL,NA,NA,14880,unsexed,0.0061,NA,3.0671,0.9846,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,fresh,North Sea / 1997-2007,NA,NA,NA,65,2016-12-19T00:00:00Z,NA,2016-12-19T00:00:00Z,NA,NA,NA
29,Merlangius merlangus,39067,39,183,106276,7.5,36.5,TL,NA,NA,600,unsexed,0.0072,NA,3.0222,0.9808,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,fresh,North Sea / (September) 1997-2009,NA,NA,NA,65,2016-12-19T00:00:00Z,NA,2016-12-19T00:00:00Z,NA,NA,NA
29,Merlangius merlangus,39065,39,183,106276,4.5,86.5,TL,NA,NA,2480,unsexed,0.008,NA,2.9831,0.9912,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,fresh,North Sea / (July) 1998-2009,NA,NA,NA,65,2016-12-19T00:00:00Z,NA,2016-12-19T00:00:00Z,NA,NA,NA
29,Merlangius merlangus,39066,39,183,106276,4.5,91.5,TL,NA,NA,3669,unsexed,0.0082,NA,2.978,0.9885,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,fresh,North Sea / (August) 1998-2009,NA,NA,NA,65,2016-12-19T00:00:00Z,NA,2016-12-19T00:00:00Z,NA,NA,NA
29,Merlangius merlangus,39068,39,183,106276,8.5,34.5,TL,NA,NA,133,unsexed,0.0084,NA,2.9664,0.9657,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,fresh,North Sea / (Quarter 4) 1997-2006,NA,NA,NA,65,2016-12-19T00:00:00Z,NA,2016-12-19T00:00:00Z,NA,NA,NA
29,Merlangius merlangus,39064,39,183,106276,4.5,91.5,TL,NA,NA,5473,unsexed,0.0085,NA,2.9661,0.9857,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,fresh,North Sea / (Quarter 3) 1997-2007,NA,NA,NA,65,2016-12-19T00:00:00Z,NA,2016-12-19T00:00:00Z,NA,NA,NA
29,Merlangius merlangus,39063,39,183,106276,3.5,36.5,TL,NA,NA,412,unsexed,0.0111,NA,2.8596,0.9799,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,fresh,North Sea / (Quarter 2) 1997-2006,NA,NA,NA,65,2016-12-19T00:00:00Z,NA,2016-12-19T00:00:00Z,NA,NA,NA
29,Merlangius merlangus,37047,39,NA,109541,NA,NA,TL,NA,NA,740,female,0.00822,NA,3.013,0.9,NA,NA,NA,NA,NA,NA,NA,NA,Type I linear regression,fresh,"Celtic Sea (ICES div VIIg, Jan 2001-Jan 2002)",109541,372,NA,2,2016-07-20T00:00:00Z,NA,2016-07-20T00:00:00Z,NA,NA,NA
29,Merlangius merlangus,37046,39,NA,109541,NA,NA,TL,NA,NA,383,male,0.01529,NA,2.8338,0.92,NA,NA,NA,NA,NA,NA,NA,NA,Type I linear regression,fresh,"Celtic Sea (ICES div VIIg, Jan 2001-Jan 2002)",109541,372,NA,2,2016-07-20T00:00:00Z,NA,2016-07-20T00:00:00Z,NA,NA,NA
29,Merlangius merlangus,42091,39,NA,119290,5.9,22.2,TL,NA,NA,2292,unsexed,0.0054,0.0054,3.146,0.919,NA,0.037,NA,NA,NA,NA,NA,NA,Type I linear regression,fresh,Black Sea / 2009-2011,119290,792,NA,2448,2018-12-13T00:00:00Z,NA,2018-12-13T00:00:00Z,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3636,Micrometrus minimus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4117,Myoxocephalus aenaeus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4121,Myoxocephalus polyacanthocephalus,5845,4317,277,40637,49.5,49.5,TL,NA,NA,1,unsexed,0.02798,0.02798,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,single L-W pair with b=3,fresh,NA,NA,NA,L-W relationship calculated from data in Ref. 40637.,3,2002-04-12T00:00:00Z,NA,2002-04-13T00:00:00Z,NA,NA,NA
4121,Myoxocephalus polyacanthocephalus,5846,4317,277,43945,29,75,TL,NA,NA,837,Female,0.0062,0.0062,3.2535,0.998,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,fresh,Kamchatka/19479-1980,NA,643,NA,1287,2006-03-14T01:06:31Z,NA,2006-03-14T01:06:31Z,NA,NA,NA
4121,Myoxocephalus polyacanthocephalus,5847,4317,277,43945,29,50,TL,NA,NA,324,Male,0.0092,0.0092,3.1297,0.998,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,fresh,Kamchatka/1979-1980,NA,643,NA,1287,2006-03-14T01:05:26Z,NA,2006-03-14T01:05:26Z,NA,NA,NA
4121,Myoxocephalus polyacanthocephalus,5848,4317,277,56472,NA,NA,TL,NA,NA,NA,Mixed,0.007,0.007,3.215,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,fresh,Sea of Okhotsk,NA,643,NA,1287,2006-03-17T16:44:55Z,NA,2006-03-17T16:44:55Z,NA,NA,NA
4121,Myoxocephalus polyacanthocephalus,5849,4317,277,80637,39,79,TL,NA,NA,347,mixed,0.0123,NA,3.08,0.926,NA,NA,NA,NA,NA,NA,2.99,3.17,type I linear regression,fresh,"western Bering Sea (Russian EEZ and within 54<b0>-60<b0>N, 164<b0>E-177<b0>W), 1990; 1995-98",80637,643,NA,3,2009-03-31T00:00:00Z,NA,2011-05-19T00:00:00Z,NA,NA,NA
4125,Nautichthys oculofasciatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4128,Oligocottus maculosus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000,Oligoplites saliens,36628,1016,NA,94907,6.5,18.3,TL,NA,NA,30,unsexed,0.0069,NA,2.9,0.988,NA,NA,NA,NA,0.00533,0.00987,2.78,3.02,Type I linear regression,fresh,Parana<b4> state coast / 2004 - 2005,NA,076,NA,65,2015-06-23T00:00:00Z,NA,2015-06-23T00:00:00Z,NA,NA,NA
244,Oncorhynchus tshawytscha,1105,258,76,6323,149,149,TL,NA,NA,1,unsexed,0.01333,0.01333,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,single L-W pair with b=3,fresh,NA,NA,NA,Estimated from data given in Reference.,1,1999-06-17T00:00:00Z,NA,1999-06-17T00:00:00Z,NA,NA,NA
3069,Opsanus tau,5226,3265,189,744,NA,NA,NA,NA,NA,NA,female,0.00885,NA,3.104,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,fresh,"Paxtuxent River, Solomons, Maryland",744,840,NA,3,1995-11-29T00:00:00Z,NA,1995-11-29T00:00:00Z,NA,NA,NA
3069,Opsanus tau,5227,3265,189,744,NA,NA,NA,NA,NA,NA,male,0.0068,NA,3.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,fresh,"Paxtuxent River, Solomons, Maryland",744,840,NA,3,1995-11-29T00:00:00Z,NA,1995-11-29T00:00:00Z,NA,NA,NA
5,Orthopristis chrysoptera,65,5,327,6937,15.6,23.4,FL,NA,NA,49,unsexed,0.0149,NA,3.189,0.95,0.024,0.104,NA,NA,NA,NA,NA,NA,type I linear regression,fresh,Southern Florida,6937,840,NA,82,1994-05-14T00:00:00Z,3,2011-07-29T00:00:00Z,NA,NA,NA
5,Orthopristis chrysoptera,36554,5,NA,95265,5.3,22.5,SL,NA,NA,146,unsexed,0.0203,NA,3.058,0.983,NA,0.033,NA,NA,NA,NA,2.993,3.123,Type I linear regression,fresh,"Celestun lagoon, Yucatan, 1990-2006",95265,484,Weight range: 3.30 - 206.67 g. LWR for juveniles.,393,2015-04-02T00:00:00Z,NA,2015-04-02T00:00:00Z,NA,NA,NA
5,Orthopristis chrysoptera,41870,5,NA,118196,2.5,20.6,SL,NA,NA,102,unsexed,0.041,NA,2.695,0.876,NA,NA,NA,NA,NA,NA,2.497,2.892,Type I linear regression,NA,"R<ed>a Lagartos lagoon, Yucatan / 2004-2005.",NA,484,NA,65,2018-09-25T00:00:00Z,NA,2018-09-25T00:00:00Z,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
980,Paralichthys albigutta,2533,996,514,40637,62.9,62.9,TL,NA,NA,1,unsexed,0.0114,0.0114,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,single L-W pair with b=3,fresh,NA,NA,NA,L-W relationship calculated from data in Ref. 40637.,3,2002-04-12T00:00:00Z,NA,2002-04-13T00:00:00Z,NA,NA,NA
4228,Paralichthys californicus,5882,4424,514,40637,52.7,132,TL,NA,NA,60,unsexed,0.00814,0.00814,3.071,0.93896,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,fresh,NA,NA,NA,L-W relationship calculated from data in Ref. 40637.,3,2002-04-08T00:00:00Z,NA,2002-04-08T00:00:00Z,NA,NA,NA
54963,Paralichthys microps,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4248,Parophrys vetulus,5902,4444,440,4511,NA,NA,NA,NA,NA,159,unsexed,0.00383,NA,3.127,0.9409,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,fresh,"North Puget Sound, Washington",4511,840,NA,3,1992-07-27T00:00:00Z,NA,1993-06-02T00:00:00Z,NA,NA,NA
4248,Parophrys vetulus,5903,4444,440,56527,22,55,TL,no,NA,1643,Mixed,0.01429,0.01429,2.9036,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,fresh,Strait of Georgia,NA,124C,NA,1287,2006-03-23T20:45:37Z,3,2012-03-30T00:00:00Z,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
