Keep,AutoCtr,StockCode,sciname,FamCode,PopLWRef,LengthMin,LengthMax,Type,LmaxCompare,EsQ,Number,Sex,a,aTL,b,CoeffDetermination,SEa,SEb,SDa,SDb,LCLa,UCLa,LCLb,UCLb,Method,Locality,DataRef,C_Code,Comment,Entered,DateEntered,Modified,DateModified,Expert,DateChecked,TS,SpecCode
,61,4,Engraulis ringens,454,9,NA,NA,NA,NA,NA,NA,unsexed,0.0215,NA,2.604,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,4797,604,NA,3,1992-10-07T00:00:00.000Z,NA,1993-04-12T00:00:00.000Z,NA,NA,NA,4
,62,4,Engraulis ringens,454,5964,NA,NA,NA,NA,NA,NA,unsexed,0.00375,NA,3.221,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Iquique,NA,152,NA,3,1993-07-31T00:00:00.000Z,NA,1993-07-31T00:00:00.000Z,NA,NA,NA,4
,63,4,Engraulis ringens,454,5964,NA,NA,NA,NA,NA,NA,unsexed,0.00421,NA,3.144,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Coquimbo,NA,152,NA,3,1993-07-31T00:00:00.000Z,NA,1993-07-31T00:00:00.000Z,NA,NA,NA,4
,64,4,Engraulis ringens,454,5964,NA,NA,NA,NA,NA,NA,unsexed,0.0046,NA,3.121,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Arica,NA,152,NA,3,1993-07-31T00:00:00.000Z,NA,1993-07-31T00:00:00.000Z,NA,NA,NA,4
,9992,47481,Etropus longimanus,514,39376,8.5,15.5,TL,NA,NA,31,unsexed,0.02339,0.02339,2.524,0.92544,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Rio Grande do Sul (28°-34°S),39376,76,NA,3,2001-08-14T00:00:00.000Z,3,2002-06-12T00:00:00.000Z,NA,NA,NA,57918
Y,9993,47481,Etropus longimanus,NA,40728,13.9,4,TL,NA,yes,232,juvenile,0.0103,NA,2.889,0.965,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Southeastern region (São Sebastião System), São Paulo, 1997",40728,76,NA,564,2009-11-13T00:00:00.000Z,3,2012-03-30T00:00:00.000Z,NA,NA,NA,57918
,9994,47481,Etropus longimanus,514,55926,NA,NA,TL,NA,NA,NA,mixed,0.0082,0.0082,3.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Southwestern EEZ of Brazil.,NA,76,NA,1,2005-12-05T00:00:00.000Z,NA,2005-12-05T00:00:00.000Z,NA,NA,NA,57918
,2646,1065,Eucinostomus argenteus,326,27129,7,15.3,SL,NA,NA,676,unsexed,0.0359,NA,2.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonlinear regression,"Gulf of Salamanca, Caribbean, 1995-98",27129,170,Updates L/W estimates in Ref. 26585.,3,1998-05-15T00:00:00.000Z,NA,1998-08-19T00:00:00.000Z,NA,NA,NA,1049
,2647,1065,Eucinostomus argenteus,NA,40728,5.1,23,TL,NA,NA,353,Unsexed,0.00304,NA,3.135,0.98,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Southeastern region (São Sebastião System), São Paulo, 1997",40728,76,NA,564,2009-11-13T00:00:00.000Z,3,2010-04-29T00:00:00.000Z,NA,NA,NA,1049
,2648,1065,Eucinostomus argenteus,NA,55642,3.7,12.6,TL,NA,NA,77,Unsexed,0.0113,NA,3.045,0.986,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Central coast, 1993-2000",55642,76,NA,564,2009-11-13T00:00:00.000Z,3,2010-04-29T00:00:00.000Z,NA,NA,NA,1049
,2649,1065,Eucinostomus argenteus,NA,55642,2,10.7,SL,NA,NA,350,Unsexed,0.0313,NA,2.919,0.986,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Central coast, 1993-2000",55642,76,NA,564,2009-11-13T00:00:00.000Z,3,2010-04-29T00:00:00.000Z,NA,NA,NA,1049
,2651,1065,Eucinostomus argenteus,326,59090,3.8,12.1,TL,NA,NA,176,juvenile,0.0121,NA,2.9855,0.9894,NA,0.023,NA,NA,NA,NA,NA,NA,type I linear regression,Grand Cul-de-Sac Marin Bay (Guadelopue) and Bay of Fort-de-France (Martinique),59090,NA,NA,3,2009-05-08T00:00:00.000Z,NA,2012-02-23T00:00:00.000Z,NA,NA,NA,1049
,2650,1065,Eucinostomus argenteus,326,59090,12.6,21,TL,NA,NA,88,Mixed,0.0081,NA,3.1428,0.9608,NA,0.067,NA,NA,NA,NA,NA,NA,type I linear regression,Grand Cul-de-Sac Marin Bay (Guadelopue) and Bay of Fort-de-France (Martinique),59090,NA,NA,3,2009-05-08T00:00:00.000Z,NA,2012-02-23T00:00:00.000Z,NA,NA,NA,1049
,2652,1065,Eucinostomus argenteus,326,80009,2.9,11.8,TL,NA,NA,197,mixed,0.00791,NA,3.196,0.96236,0.087,0.045,NA,NA,NA,NA,NA,NA,type I linear regression,"Espirito Santo (0°S - 25°S), 2003-2004",80009,76,NA,3,2009-01-20T00:00:00.000Z,2,2014-05-14T00:00:00.000Z,NA,NA,NA,1049
,2653,1065,Eucinostomus argenteus,326,80009,4.2,15.2,TL,NA,NA,322,mixed,0.00807,NA,3.175,0.97417,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Paraná (0°S - 25°S), 2003-2004",80009,76,NA,3,2009-01-20T00:00:00.000Z,NA,2009-01-30T00:00:00.000Z,NA,NA,NA,1049
Y,2654,1065,Eucinostomus argenteus,NA,83872,2.5,20,TL,NA,NA,420,Unsexed,0.0106,NA,3.03,0.987,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Southeastern region, 1995-1996",83872,76,NA,564,2009-11-13T00:00:00.000Z,3,2010-04-29T00:00:00.000Z,NA,NA,NA,1049
,35582,1065,Eucinostomus argenteus,NA,91126,3.2,5.6,TL,NA,NA,19,unsexed,0.00825,NA,3.16,0.966,NA,NA,NA,NA,NA,NA,2.88,3.43,Type I linear regression,"Praia dos Castelhanos, Espírito Santo, 2005-07",91126,76,NA,393,2014-04-23T00:00:00.000Z,NA,2014-04-23T00:00:00.000Z,NA,NA,NA,1049
,36643,1065,Eucinostomus argenteus,NA,94907,10.7,20.9,TL,NA,NA,33,unsexed,0.00502,NA,3.18,0.976,NA,NA,NA,NA,0.00335,0.0075,3,3.37,Type I linear regression,Parana´ state coast / 2004 - 2005,NA,76,NA,65,2015-06-24T00:00:00.000Z,NA,2015-06-24T00:00:00.000Z,NA,NA,NA,1049
,36550,1065,Eucinostomus argenteus,NA,95265,2,16,SL,NA,NA,2877,unsexed,0.0142,NA,3.301,0.952,NA,0.014,NA,NA,NA,NA,3.274,3.329,Type I linear regression,"Celestun lagoon, Yucatan, 1990-2006",95265,484,Weight range: 0.34 - 81.12 g.,393,2015-04-02T00:00:00.000Z,NA,2015-04-02T00:00:00.000Z,NA,NA,NA,1049
,36438,1065,Eucinostomus argenteus,NA,95301,2,11.5,TL,NA,NA,51,unsexed,0.008,0.008,3.38,0.94,NA,NA,NA,NA,NA,NA,NA,NA,Type I linear regression,"Gulf of Mexico, Veracruz, and Yucatán, 2006-09",95301,484,Weight range: 0.02 - 30.7 g.,393,2015-03-12T00:00:00.000Z,NA,2015-03-12T00:00:00.000Z,NA,NA,NA,1049
,36133,1065,Eucinostomus argenteus,NA,97037,1.6,14.5,TL,NA,NA,597,unsexed,0.009,NA,3.031,0.97,NA,0.021,NA,NA,NA,NA,2.989,3.073,Type I linear regression,"Marica, Sacuarema, Araruama coastal lagoons, South western Brazil / 2011.",NA,76,NA,65,2014-08-14T00:00:00.000Z,NA,2014-08-14T00:00:00.000Z,NA,NA,NA,1049
,5238,3396,Fundulus parvipinnis,570,56239,NA,NA,SL,NA,NA,78,Mixed,0.00571,NA,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"California, 1928",NA,840,"""Live adult killifishes from a random sample of a single population.""",1,2006-02-28T23:24:50.000Z,NA,2006-02-28T23:24:50.000Z,NA,NA,NA,3200
Y,5239,3396,Fundulus parvipinnis,570,59092,2.3,9.2,SL,NA,NA,1082,mixed,0.02,NA,3.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"coastal streams' mouths, northwestern Baja California (32°23'01"" N--30°02'32.5"" N), 1983-97",59092,484,NA,3,2008-12-15T00:00:00.000Z,NA,2009-01-30T00:00:00.000Z,NA,NA,NA,3200
Y,7784,6306,Gerres oyena,326,26587,4,20,FL,NA,NA,351,unsexed,0.012,0.00719,3.232,0.96236,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,lagoon,26587,540,Update of estimate in Ref. 5525.,3,1993-06-16T00:00:00.000Z,3,1998-05-20T00:00:00.000Z,NA,NA,NA,5996
,7785,6306,Gerres oyena,326,55787,4,20,FL,NA,NA,339,Mixed,0.00945,0.00557,3.33708,0.95844,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,55787,540,"Error:  12.8%. Length range given as 40 - 200 FL, but probably referring to mm.",1531,2005-12-06T00:00:00.000Z,1,2012-03-15T00:00:00.000Z,NA,NA,NA,5996
,3744,1671,Harengula clupeola,43,11824,3,14,FL,NA,NA,100,unsexed,0.0145,0.00964,3.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Southwest Zone,11824,192,NA,3,1995-01-13T00:00:00.000Z,NA,2011-11-10T00:00:00.000Z,NA,NA,NA,1478
,3745,1671,Harengula clupeola,43,11824,8,14,FL,NA,NA,36,unsexed,0.0233,0.01593,2.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Northwest Zone,11824,192,NA,3,1995-01-13T00:00:00.000Z,NA,2011-11-10T00:00:00.000Z,NA,NA,NA,1478
Y,3746,1671,Harengula clupeola,NA,40728,5.2,18,TL,NA,NA,59,Unsexed,0.00689,NA,3.181,0.994,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Southeastern region (São Sebastião System), São Paulo, 1997",40728,76,NA,564,2009-11-13T00:00:00.000Z,3,2010-04-29T00:00:00.000Z,NA,NA,NA,1478
,3747,1671,Harengula clupeola,43,59090,2.7,10.3,TL,NA,NA,343,Mixed,0.0055,NA,3.3177,0.9819,NA,0.024,NA,NA,NA,NA,NA,NA,type I linear regression,Grand Cul-de-Sac Marin Bay (Guadelopue) and Bay of Fort-de-France (Martinique),59090,NA,NA,3,2009-05-07T00:00:00.000Z,NA,2012-02-23T00:00:00.000Z,NA,NA,NA,1478
,3748,1671,Harengula clupeola,NA,83872,12,18,TL,NA,NA,76,Unsexed,0.0054,NA,3.24,0.884,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Southeastern region, 1995-1996",83872,76,NA,564,2009-11-13T00:00:00.000Z,3,2010-04-29T00:00:00.000Z,NA,NA,NA,1478
,36632,1671,Harengula clupeola,NA,94907,8.2,16,TL,NA,NA,26,unsexed,0.00473,NA,3.2,0.969,NA,NA,NA,NA,0.00289,0.00773,2.96,3.44,Type I linear regression,Parana´ state coast / 2004 - 2005,NA,484,NA,65,2015-06-23T00:00:00.000Z,NA,2015-06-23T00:00:00.000Z,NA,NA,NA,1478
,36120,1671,Harengula clupeola,NA,97037,2.1,11.1,NA,NA,NA,213,unsexed,0.004,NA,3.267,0.95,NA,0.053,NA,NA,NA,NA,3.163,3.372,Type I linear regression,"Marica, Sacuarema, Araruama coastal lagoons, South western Brazil / 2011.",NA,76,NA,65,2014-08-14T00:00:00.000Z,NA,2014-08-14T00:00:00.000Z,NA,NA,NA,1478
,3752,1673,Harengula jaguana,43,11824,4,12,FL,NA,NA,1060,female,0.0106,0.00629,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Northwest Zone,12034,192,NA,3,1995-01-13T00:00:00.000Z,NA,2011-11-10T00:00:00.000Z,NA,NA,NA,1480
,3753,1673,Harengula jaguana,43,11824,4,11,FL,NA,NA,973,male,0.0134,0.00807,3.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Northwest Zone,12034,192,NA,3,1995-01-13T00:00:00.000Z,NA,2011-11-10T00:00:00.000Z,NA,NA,NA,1480
Y,3754,1673,Harengula jaguana,43,11824,2,13,FL,NA,NA,3334,unsexed,0.01,0.0059,3.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Guanabara Bay,12015,76,NA,3,1996-09-27T00:00:00.000Z,NA,2011-11-10T00:00:00.000Z,NA,NA,NA,1480
,36539,1673,Harengula jaguana,NA,95265,1.6,14.7,SL,NA,NA,165,unsexed,0.005,NA,3.55,0.969,NA,0.049,NA,NA,NA,NA,3.453,3.647,Type I linear regression,"Celestun lagoon, Yucatan, 1990-2006",95265,484,Weight range: 0.03 - 42.50 g. Lm = 8.0 cm.,393,2015-04-02T00:00:00.000Z,NA,2015-04-02T00:00:00.000Z,NA,NA,NA,1480
Y,5834,4289,Hemilepidotus hemilepidotus,277,6323,34,34,TL,NA,NA,1,unsexed,0.02824,0.02824,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,single L-W pair with b=3,NA,NA,NA,Estimated from data given in Reference.,1,1999-06-17T00:00:00.000Z,NA,1999-06-17T00:00:00.000Z,NA,NA,NA,4093
Y,5819,4229,Hexagrammos lagocephalus,NA,83701,24,57,TL,NA,NA,NA,female,0.0064,NA,3.2008,0.9316,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Pacific coast of Kamchatka and N Kuril Is. (47°50? - 52°10? N), 1992-2002",83701,643,NA,3,2010-03-12T00:00:00.000Z,NA,2010-03-12T00:00:00.000Z,NA,NA,NA,4033
,5820,4229,Hexagrammos lagocephalus,NA,83701,23,50,TL,NA,NA,NA,male,0.0067,NA,3.1978,0.946,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Pacific coast of Kamchatka and N Kuril Is. (47°50? - 52°10? N), 1992-2002",83701,643,NA,3,2010-03-12T00:00:00.000Z,NA,2010-03-12T00:00:00.000Z,NA,NA,NA,4033
Y,5718,3957,Hypsoblennius gentilis,392,59088,2.18,6.77,TL,NA,NA,42,unsexed,0.0112,NA,2.979,0.95453,NA,0.102,NA,NA,NA,NA,NA,NA,type I linear regression,"Bahía de La Paz (24°06'-24°48'N; 110°15'-110°39'W), Gulf of California, 2000-2003",59088,484,NA,3,2008-12-10T00:00:00.000Z,NA,2011-11-03T00:00:00.000Z,NA,NA,NA,3761
Y,35855,411,Isacia conceptionis,NA,95867,12.5,34.4,TL,NA,NA,30,unsexed,0.0091,0.0091,3.095,0.8,NA,1.01,NA,NA,NA,NA,NA,NA,Type I linear regression,Northern and central coast of Chile/ 2004-2005; 2012-2013.,NA,152,NA,65,2014-06-23T00:00:00.000Z,NA,2014-06-23T00:00:00.000Z,NA,NA,NA,397
Y,3938,1802,Konosirus punctatus,43,27273,7,19,SL,NA,NA,NA,unsexed,0.0232,0.01311,2.899,0.98605,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Daya Bay, Guangdong, 1985-86",NA,156,NA,3,1998-09-25T00:00:00.000Z,NA,1998-09-25T00:00:00.000Z,NA,NA,NA,1609
,3939,1802,Konosirus punctatus,43,52163,10,26,FL,NA,NA,NA,unsexed,0.0215,0.01579,2.842,0.9063,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"South coast, 1998",52163,410,NA,3,2004-09-18T00:00:00.000Z,NA,2004-09-18T00:00:00.000Z,NA,NA,NA,1609
,5649,3772,Lagodon rhomboides,330,6937,13,21.2,FL,NA,NA,12,unsexed,0.0104,NA,3.25,0.97,0.032,0.165,NA,NA,NA,NA,NA,NA,type I linear regression,Southern Florida,6937,840,NA,82,1994-05-14T00:00:00.000Z,3,2011-07-29T00:00:00.000Z,NA,NA,NA,3576
,5650,3772,Lagodon rhomboides,330,11824,14,23,FL,NA,NA,100,female,0.0103,0.00433,3.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Campeche,12024,484,NA,3,1996-10-12T00:00:00.000Z,NA,2011-11-10T00:00:00.000Z,NA,NA,NA,3576
,5651,3772,Lagodon rhomboides,330,11824,15,22,FL,NA,NA,140,male,0.0151,0.00912,3.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Campeche,12024,484,NA,3,1996-10-12T00:00:00.000Z,NA,2011-11-10T00:00:00.000Z,NA,NA,NA,3576
,5652,3772,Lagodon rhomboides,330,11824,NA,NA,NA,NA,NA,NA,unsexed,0.0352,NA,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Texas,11994,840,NA,3,1996-10-12T00:00:00.000Z,NA,2011-11-10T00:00:00.000Z,NA,NA,NA,3576
Y,5653,3772,Lagodon rhomboides,330,44885,NA,NA,SL,NA,NA,302,unsexed,0.0269,0.01137,3.11,0.98605,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Tampa Bay and adjacent Gulf of Mexico waters, 1993-97",44885,840,fall-winter samples,3,2003-01-22T00:00:00.000Z,NA,2003-01-22T00:00:00.000Z,NA,NA,NA,3576
,5654,3772,Lagodon rhomboides,330,44885,NA,NA,SL,NA,NA,343,unsexed,0.0316,0.01366,3.03,0.98208,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Tampa Bay and adjacent Gulf of Mexico waters, 1993-97",44885,840,spring-summer samples,3,2003-01-22T00:00:00.000Z,NA,2003-01-22T00:00:00.000Z,NA,NA,NA,3576
,36555,3772,Lagodon rhomboides,NA,95265,4,20,SL,NA,NA,1758,unsexed,0.0271,NA,3.049,0.978,NA,0.011,NA,NA,NA,NA,3.027,3.071,Type I linear regression,"Celestun lagoon, Yucatan, 1990-2006",95264,484,Weight range: 0.70 - 242.42 g. Lm = 13.1 cm.,393,2015-04-02T00:00:00.000Z,NA,2015-04-02T00:00:00.000Z,NA,NA,NA,3576
,6492,4775,Lateolabrax japonicus,288,12318,NA,NA,NA,NA,NA,NA,unsexed,0.0508,NA,2.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Yamen outfall, Pearl River estuary, 1983-86",12318,156,NA,3,1997-01-11T00:00:00.000Z,NA,1997-01-11T00:00:00.000Z,NA,NA,NA,4589
Y,6493,4775,Lateolabrax japonicus,288,12497,NA,NA,TL,NA,NA,NA,unsexed,0.0605,0.0605,2.635,0.97614,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Yangtze River, 1986-87",12497,156,NA,3,1997-03-11T00:00:00.000Z,NA,1997-03-11T00:00:00.000Z,NA,NA,NA,4589
Y,1783,443,Leiostomus xanthurus,331,4528,5,17.5,TL,NA,NA,944,unsexed,0.00921,0.00921,3.072,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Gulf of Mexico, Louisiana & Mississippi",4528,840,NA,3,1992-08-04T00:00:00.000Z,NA,1993-02-25T00:00:00.000Z,NA,NA,NA,429
Y,5750,4078,Lepidogobius lepidus,405,31146,NA,NA,SL,NA,NA,480,unsexed,0.00829,NA,3.1,0.9604,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Morro Bay (35°21'N, 120°51'W), California , 1976-77",31146,840,NA,3,2000-09-07T00:00:00.000Z,NA,2000-07-09T00:00:00.000Z,NA,NA,NA,3882
,2002,536,Limanda aspera,440,11807,16,40,TL,NA,NA,4019,Mixed,0.032,0.032,2.7367,0.997,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Peter the Great Bay, Sea of Japan",NA,643,NA,1287,2006-03-20T23:07:41.000Z,NA,2006-03-20T23:07:41.000Z,NA,NA,NA,520
,2003,536,Limanda aspera,440,56527,9,45,TL,NA,NA,2975,Mixed,0.00455,0.00455,3.2658,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,North Tatar Strait,NA,643,NA,1287,2006-03-23T19:10:17.000Z,NA,2006-03-23T19:10:17.000Z,NA,NA,NA,520
Y,2004,536,Limanda aspera,440,56527,9,47,TL,NA,NA,3037,Mixed,0.01186,0.01186,2.9969,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Eastern Bering Sea,NA,840,NA,1287,2006-03-23T19:07:58.000Z,NA,2006-03-23T19:07:58.000Z,NA,NA,NA,520
,2005,536,Limanda aspera,440,56527,11,43,TL,NA,NA,2890,Mixed,0.01221,0.01221,3.0104,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Terpeniya Bay, SE Sakhalin",NA,643,NA,1287,2006-03-23T19:09:19.000Z,NA,2006-03-23T19:09:19.000Z,NA,NA,NA,520
,2006,536,Limanda aspera,440,56527,13,41,TL,NA,Yes,5638,Mixed,0.0149,0.0149,3.9576,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Peter the Great Bay, Sea of Japan",NA,643,NA,1287,2006-03-23T19:11:24.000Z,NA,2009-11-04T00:00:00.000Z,NA,NA,NA,520
,2007,536,Limanda aspera,440,59366,4,40,TL,NA,NA,875,unsexed,0.0076,NA,3.1531,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Sakhalin Isl.,NA,643,NA,1287,2008-04-03T00:00:00.000Z,NA,2008-04-03T00:00:00.000Z,NA,NA,NA,520
,2157,711,Limanda limanda,440,268,9,37,TL,NA,NA,575,unsexed,0.0074,0.0074,3.113,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Shetland, Moray Firth, Buchan & S. Minch",NA,826,L-W based on total weight. Total wt. = gutted wt. x 1.0691,2,1991-05-30T00:00:00.000Z,3,2012-03-07T00:00:00.000Z,NA,NA,NA,695
,2158,711,Limanda limanda,440,6014,2,42,TL,no,NA,2582,unsexed,0.00547,0.00547,3.221,1,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,East and West Channel,6014,250,NA,3,1993-08-18T00:00:00.000Z,3,2012-03-30T00:00:00.000Z,NA,NA,NA,695
,2159,711,Limanda limanda,440,6014,6,44,TL,no,NA,359,unsexed,0.00854,0.00854,3.091,0.998,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Bay of Biscay,6014,250,NA,3,1993-08-16T00:00:00.000Z,3,2012-03-30T00:00:00.000Z,NA,NA,NA,695
,2160,711,Limanda limanda,440,7026,NA,NA,NA,NA,NA,NA,female,0.00495,NA,3.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Isle of Man,7026,826,NA,3,1994-06-01T00:00:00.000Z,NA,1994-06-01T00:00:00.000Z,NA,NA,NA,695
,2161,711,Limanda limanda,440,7026,NA,NA,NA,NA,NA,NA,male,0.00566,NA,3.109,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Isle of Man,7026,826,NA,3,1994-06-01T00:00:00.000Z,NA,1994-06-01T00:00:00.000Z,NA,NA,NA,695
,2162,711,Limanda limanda,440,7158,NA,NA,NA,NA,NA,303,unsexed,0.00583,NA,3.217,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Douarnenez Bay, Brittany",7158,250,NA,3,1994-06-26T00:00:00.000Z,NA,1994-06-26T00:00:00.000Z,NA,NA,NA,695
,2163,711,Limanda limanda,440,54271,NA,NA,TL,NA,NA,170,mixed,0.00545,NA,3.195,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"not specified (ICES division), 1986",54271,826A,Year based on publication.,393,2008-12-08T00:00:00.000Z,NA,2008-12-08T00:00:00.000Z,NA,NA,NA,695
,35828,711,Limanda limanda,NA,96303,NA,NA,TL,NA,NA,NA,female,0.0103,NA,2.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,southern North Sea,NA,528,Length is presumed to be TL. Data source: FRISBE-BTS,3,2014-06-20T00:00:00.000Z,NA,2014-06-20T00:00:00.000Z,NA,NA,NA,695
,35829,711,Limanda limanda,NA,96303,NA,NA,TL,NA,NA,NA,male,0.0071,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,southern North Sea,NA,528,Length is presumed to be TL. Data source: FRISBE-BTS,3,2014-06-20T00:00:00.000Z,NA,2014-06-20T00:00:00.000Z,NA,NA,NA,695
,11462,56744,Limanda limanda,NA,94462,5,40,TL,NA,NA,3778,mixed,0.00545,NA,3.23,0.989,NA,NA,0.212,NA,0.00527,0.00564,3.22,3.24,Type I linear regression,ICES areas 22-32,94462,NA,ICES SMALK data from 2007-11.,393,2013-11-26T00:00:00.000Z,NA,2013-11-26T00:00:00.000Z,NA,NA,NA,695
Y,11461,58234,Limanda limanda,NA,94462,10,33,TL,NA,NA,462,mixed,0.0068,NA,3.14,0.981,NA,NA,0.076,NA,0.00604,0.00772,3.1,3.18,Type I linear regression,"North Sea, Sub-area IV",94462,NA,ICES SMALK data from 2007-11.,393,2013-11-26T00:00:00.000Z,NA,2013-11-26T00:00:00.000Z,NA,NA,NA,695
Y,1144,266,Mallotus villosus,80,1080,NA,NA,TL,NA,NA,NA,female,0.00215,0.00215,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Labrador Sea,1080,124B,NA,3,1997-03-30T00:00:00.000Z,NA,1997-12-16T00:00:00.000Z,NA,NA,NA,252
Y,1145,266,Mallotus villosus,80,1080,NA,NA,TL,NA,NA,NA,male,0.00146,0.00146,3.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Labrador Sea,1080,124B,NA,3,1997-03-30T00:00:00.000Z,NA,1997-03-30T00:00:00.000Z,NA,NA,NA,252
,1146,266,Mallotus villosus,80,56527,NA,NA,FL,NA,NA,NA,Mixed,0.00283,0,3.3056,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Gulf of Anadyr (Bering Sea),NA,643,NA,1287,2006-03-22T23:43:11.000Z,NA,2006-03-22T23:43:11.000Z,NA,NA,NA,252
N,1147,266,Mallotus villosus,80,56527,NA,NA,FL,NA,NA,NA,Mixed,0.0219,0,2.5951,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Peter the Great Bay (Sea of Japan),NA,643,NA,1287,2006-03-22T23:44:04.000Z,NA,2006-03-22T23:44:04.000Z,NA,NA,NA,252
Y,1499,353,Menidia menidia,218,7159,NA,NA,TL,NA,NA,338,mixed,0.00602,0.00602,3.023,0.99401,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Annapolis River, Nova Scotia",7159,124,NA,3,1994-06-26T00:00:00.000Z,NA,1996-11-14T00:00:00.000Z,NA,NA,NA,339
,10161,39,Merlangius merlangus,183,6014,11,49,TL,NA,NA,982,unsexed,0.00344,0.00344,3.258,0.998,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Bay of Biscay,6014,250,NA,3,1993-08-16T00:00:00.000Z,3,2013-02-07T00:00:00.000Z,NA,NA,NA,29
Y,159,39,Merlangius merlangus,183,6014,4,50,TL,NA,NA,1330,unsexed,0.00621,0.00621,3.103,0.998,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,East and West Channel,6014,250,NA,3,1993-08-18T00:00:00.000Z,3,2013-02-07T00:00:00.000Z,NA,NA,NA,29
,10162,39,Merlangius merlangus,183,6014,NA,NA,NA,NA,NA,NA,unsexed,0.00748,NA,3.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Western,6014,826B,NA,3,1993-08-18T00:00:00.000Z,3,2013-02-07T00:00:00.000Z,NA,NA,NA,29
,160,39,Merlangius merlangus,183,6014,NA,NA,NA,NA,NA,NA,unsexed,0.00984,NA,2.926,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,North Sea,6014,826,NA,3,1993-08-18T00:00:00.000Z,3,2013-02-07T00:00:00.000Z,NA,NA,NA,29
