ID,FAMILY,GENUS,SPECIES_NAME,A,B,CF,SGFGu,ABCfComplete
4110,Serranidae,Serranus,Serranus tigrinus,0.0145,3.048,0.817764358,S,Yes
4111,Siganidae,Siganus,Siganus guttatus,0.0143,3.164,0.834724541,G,Yes
4112,Siganidae,Siganus,Siganus luridus,0.0143,3.04,1,S,Yes
4113,Siganidae,Siganus,Siganus stellatus,0.0143,3.164,0.834724541,G,Yes
4117,Scaridae,Sparisoma,Sparisoma atomarium,0.0179,3.035,1,G,Yes
4118,Scaridae,Sparisoma,Sparisoma aurofrenatum,0.0195,3,0.868055556,S,Yes
4119,Scaridae,Sparisoma,Sparisoma chrysopterum,0.0099,3.171,0.868055556,S,Yes
4120,Scaridae,Sparisoma,Sparisoma radians,0.0179,3.035,1,S,Yes
4121,Scaridae,Sparisoma,Sparisoma rubripinne,0.0194,3,1,S,Yes
4122,Scaridae,Sparisoma,Sparisoma viride,0.025,2.921,0.898477462,S,Yes
4124,Tetraodontidae,Sphoeroides,Sphoeroides annulatus,0.018,3.05,1,S,Yes
4125,Tetraodontidae,Sphoeroides,Sphoeroides marmoratus,0.0177,3.086,1,G,Yes
4126,Sphyraenidae,Sphyraena,Sphyraena ensis,0.0116,3.175,1,G,Yes
4127,Sphyraenidae,Sphyraena,Sphyraena idiastes,0.0116,3.175,1,G,Yes
4128,Sphyraenidae,Sphyraena,Sphyraena qenie,0.0116,3.175,1,G,Yes
4129,Sphyraenidae,Sphyraena,Sphyraena viridensis,0.0116,3.175,1,G,Yes
4130,Centracanthidae,Spicara,Spicara maena,0.0054,3.262,0.874125874,S,Yes
4131,Gasterosteidae,Spinachia,Spinachia spinachia,0.0105,3.049,1,F,Yes
4132,Sparidae,Spondyliosoma,Spondyliosoma cantharus,0.0098,3.141,1,S,Yes
4135,Pomacentridae,Stegastes,Stegastes acapulcoensis,0.0275,2.973,1,G,Yes
4136,Pomacentridae,Stegastes,Stegastes adustus,0.0275,2.973,1,G,Yes
4137,Pomacentridae,Stegastes,Stegastes arcifrons,0.0275,2.973,1,G,Yes
4138,Pomacentridae,Stegastes,Stegastes beebei,0.0275,2.973,1,G,Yes
4139,Pomacentridae,Stegastes,Stegastes diencaeus,0.0275,2.973,1,G,Yes
4140,Pomacentridae,Stegastes,Stegastes flavilatus,0.0275,2.973,1,G,Yes
4141,Pomacentridae,Stegastes,Stegastes fuscus,0.0353,2.896,0.917431193,S,Yes
4142,Pomacentridae,Stegastes,Stegastes insularis,0.0275,2.973,1,G,Yes
4143,Pomacentridae,Stegastes,Stegastes leucorus,0.0275,2.973,1,G,Yes
4144,Pomacentridae,Stegastes,Stegastes leucostictus,0.0303,2.887,0.785545954,S,Yes
4145,Pomacentridae,Stegastes,Stegastes partitus,0.0182,3.152,0.785545954,S,Yes
4146,Pomacentridae,Stegastes,Stegastes planifrons,0.0379,2.857,0.863,S,Yes
4147,Pomacentridae,Stegastes,Stegastes variabilis,0.0324,2.836,0.901,S,Yes
4151,Monacanthidae,Stephanolepis,Stephanolepis cirrhifer,0.0276,2.832,1,G,Yes
4152,Monacanthidae,Stephanolepis,Stephanolepis hispidus,0.0499,2.618,1,S,Yes
4153,Labridae,Stethojulis,Stethojulis marquesensis,0.0128,3.077,1,G,Yes
4154,Labridae,Stethojulis,Stethojulis terina,0.0128,3.077,1,G,Yes
4158,Balistidae,Sufflamen,Sufflamen albicaudatum,0.0287,2.966,1,G,Yes
4159,Balistidae,Sufflamen,Sufflamen verres,0.0287,2.966,1,G,Yes
4160,Chaetodontidae,Chaetodon,Chaetodon fasciatus,0.0318,2.984,1,G,Yes
4161,Chaetodontidae,Chaetodon,Chaetodon humeralis,0.0318,2.984,1,G,Yes
4162,Chaetodontidae,Chaetodon,Chaetodon interruptus,0.0318,2.984,1,G,Yes
4163,Chaetodontidae,Chaetodon,Chaetodon ocellatus,0.0318,2.984,1,S,Yes
4164,Chaetodontidae,Chaetodon,Chaetodon paucifasciatus,0.0318,2.984,1,G,Yes
4165,Chaetodontidae,Chaetodon,Chaetodon sedentarius,0.0252,3.076,1,S,Yes
4166,Chaetodontidae,Chaetodon,Chaetodon semilarvatus,0.0318,2.984,1,G,Yes
4167,Chaetodontidae,Chaetodon,Chaetodon striatus,0.0222,3.14,1,S,Yes
4168,Chaetodontidae,Chaetodon,Chaetodon triangulum,0.0318,2.984,1,G,Yes
4169,Chaetodontidae,Chaetodon,Chaetodon trichrous,0.0318,2.984,1,G,Yes
4170,Chaetodontidae,Chaetodon,Chaetodon xanthurus,0.0318,2.984,1,G,Yes
4171,Pomacanthidae,Chaetodontoplus,Chaetodontoplus septentrionalis,0.0344,2.968,1,F,Yes
4172,Channichthyidae,Champsocephalus,Champsocephalus esox,0.0017,3.421,1,G,Yes
4173,Labridae,Cheilinus,Cheilinus lunulatus,0.0211,2.959,1,G,Yes
4174,Mugilidae,Chelon,Chelon labrosus,0.0029,3.35,1,S,Yes
4175,Diodontidae,Chilomycterus,Chilomycterus antennatus,0.254,2.38,1,G,Yes
4176,Stichaeidae,Chirolophis,Chirolophis ascanii,0.004,3.148,1,F,Yes
4178,Scaridae,Chlorurus,Chlorurus gibbus,0.0243,2.969,1,G,Yes
4178,Scaridae,Chlorurus,Chlorurus gibbus,0.0243,2.969,1,G,Yes
4179,Pomacentridae,Chromis,Chromis abrupta,0.0204,3.217,0.84317032,G,Yes
4180,Pomacentridae,Chromis,Chromis acares,0.0204,3.217,0.84317032,G,Yes
4181,Pomacentridae,Chromis,Chromis alta,0.0204,3.217,0.84317032,G,Yes
4182,Pomacentridae,Chromis,Chromis atrilobata,0.0052,3.416,1,S,Yes
4183,Pomacentridae,Chromis,Chromis chromis,0.0399,2.671,1,S,Yes
4184,Pomacentridae,Chromis,Chromis crusma,0.0204,3.217,0.84317032,G,Yes
4185,Pomacentridae,Chromis,Chromis dispilus,0.0145,3.045,1,S,Yes
4186,Pomacentridae,Chromis,Chromis flavaxilla,0.0204,3.217,0.84317032,G,Yes
4187,Pomacentridae,Chromis,Chromis flavipectoralis,0.0204,3.217,0.84317032,G,Yes
4188,Pomacentridae,Chromis,Chromis insolata,0.0204,3.217,0.84317032,G,Yes
4189,Pomacentridae,Chromis,Chromis limbata,0.0204,3.217,0.84317032,G,Yes
4190,Pomacentridae,Chromis,Chromis multilineata,0.0204,3.217,0.84317032,G,Yes
4191,Pomacentridae,Chromis,Chromis nigrura,0.0204,3.217,0.84317032,G,Yes
4192,Pomacentridae,Chromis,Chromis opercularis,0.0204,3.217,0.84317032,G,Yes
4193,Pomacentridae,Chromis,Chromis pembae,0.0204,3.217,0.84317032,G,Yes
4194,Pomacentridae,Chromis,Chromis punctipinnis,0.0204,3.217,0.84317032,G,Yes
4195,Pomacentridae,Chromis,Chromis scotochiloptera,0.0204,3.217,0.84317032,G,Yes
4195,Pomacentridae,Chromis,Chromis scotochiloptera,0.0204,3.217,0.84317032,G,Yes
4196,Pomacentridae,Chromis,Chromis scotti,0.0204,3.217,0.84317032,G,Yes
4198,Pomacentridae,Chrysiptera,Chrysiptera brownriggii,0.022,3.001,0.959692898,G,Yes
4199,Labridae,Cirrhilabrus,Cirrhilabrus katherinae,0.0134,2.939,1,F,Yes
4200,Labridae,Cirrhilabrus,Cirrhilabrus solorensis,0.0134,2.939,1,F,Yes
4201,Cirrhitidae,Cirrhitus,Cirrhitus rivulatus,0.0138,3.117,1,F,Yes
4202,Blenniidae,Cirripectes,Cirripectes springeri,0.0147,3.099,1,G,Yes
4203,Blenniidae,Cirripectes,Cirripectes variolosus,0.0147,3.099,1,G,Yes
4204,Paralichthyidae,Citharichthys,Citharichthys stigmaeus,0.0065,3.099,1,G,Yes
4205,Labridae,Clepticus,Clepticus parrae,0.0134,2.939,1,F,Yes
4216,Chaenopsidae,Coralliozetus,Coralliozetus springeri,0.0063,3.217,1,F,Yes
4217,Labridae,Coris,Coris centralis,0.0069,3.031,0.892,G,Yes
4218,Labridae,Coris,Coris cuvieri,0.0069,3.031,0.892,G,Yes
4219,Labridae,Coris,Coris hewetti,0.0069,3.031,0.892,G,Yes
4220,Labridae,Coris,Coris julis,0.0069,3.031,0.892,S,Yes
4221,Gobiidae,Coryphopterus,Coryphopterus dicrus,0.0062,3.314,1,G,Yes
4222,Gobiidae,Coryphopterus,Coryphopterus eidolon,0.0062,3.314,1,G,Yes
4223,Gobiidae,Coryphopterus,Coryphopterus glaucofraenum,0.0165,2.68,1,S,Yes
4224,Gobiidae,Coryphopterus,Coryphopterus hyalinus,0.0062,3.314,1,G,Yes
4225,Gobiidae,Coryphopterus,Coryphopterus personatus,0.0062,3.314,1,G,Yes
4226,Gobiidae,Coryphopterus,Coryphopterus urospilus,0.0062,3.314,1,S,Yes
4229,Syngnathidae,Cosmocampus,Cosmocampus elucens,0.0002,2.749,1,F,Yes
4231,Serranidae,Hypoplectrus,Hypoplectrus indigo,0.0109,3.182,1,G,Yes
4232,Serranidae,Hypoplectrus,Hypoplectrus nigricans,0.0109,3.182,1,G,Yes
4233,Serranidae,Hypoplectrus,Hypoplectrus providencianus,0.0109,3.182,1,G,Yes
4234,Serranidae,Hypoplectrus,Hypoplectrus puella,0.0109,3.182,1,G,Yes
4235,Serranidae,Hypoplectrus,Hypoplectrus unicolor,0.0109,3.182,1,S,Yes
4236,Blenniidae,Hypsoblennius,Hypsoblennius brevipinnis,0.0112,2.979,1,G,Yes
4237,Embiotocidae,Hypsurus,Hypsurus caryi,0.03,3,0.800640512,F,Yes
4238,Pomacentridae,Hypsypops,Hypsypops rubicundus,0.0264,3.083,0.95,F,Yes
4240,Cirrhitidae,Isocirrhitus,Isocirrhitus sexfasciatus,0.0138,3.117,1,F,Yes
4243,Gobiidae,Istigobius,Istigobius campbelli,0.0106,3.086,1,G,Yes
4245,Chaetodontidae,Johnrandallia,Johnrandallia nigrirostris,0.0278,2.973,1,F,Yes
4246,Cottidae,Jordania,Jordania zonope,0.0088,3,1,F,Yes
4247,Tripterygiidae,Karalepis,Karalepis stewarti,0.0062,3.099,1,S,Yes
4249,Gobiidae,Koumansetta,Koumansetta hectori,0.013,2.882,1,F,Yes
4249,Gobiidae,Koumansetta,Koumansetta hectori,0.013,2.882,1,F,Yes
4250,Kuhliidae,Kuhlia,Kuhlia petiti,0.0109,3,1,G,Yes
4251,Kyphosidae,Kyphosus,Kyphosus analogus,0.0226,3.055,0.945179584,G,Yes
4252,Kyphosidae,Kyphosus,Kyphosus elegans,0.0226,3.055,0.945179584,G,Yes
4253,Kyphosidae,Kyphosus,Kyphosus incisor,0.0226,3.055,0.945179584,G,Yes
4255,Labrisomidae,Labrisomus,Labrisomus dendriticus,0.0091,3.181,1,G,Yes
4256,Labrisomidae,Labrisomus,Labrisomus multiporosus,0.0091,3.181,1,G,Yes
4257,Labrisomidae,Labrisomus,Labrisomus nuchipinnis,0.0091,3.181,1,G,Yes
4258,Labrisomidae,Labrisomus,Labrisomus xanti,0.0091,3.181,1,S,Yes
4259,Labridae,Labroides,Labroides rubrolabiatus,0.0059,3.231,1,G,Yes
4260,Labridae,Labrus,Labrus bergylta,0.0119,3.115,1,S,Yes
4261,Labridae,Labrus,Labrus merula,0.0052,3.298,0.846023689,S,Yes
4262,Labridae,Labrus,Labrus mixtus,0.0048,3.318,1,S,Yes
4263,Labridae,Labrus,Labrus viridis,0.036,2.669,1,S,Yes
4264,Labridae,Lachnolaimus,Lachnolaimus maximus,0.0203,2.988,0.934579439,S,Yes
4265,Ostraciidae,Lactophrys,Lactophrys bicaudalis,0.0295,3,1,S,Yes
4266,Labridae,Larabicus,Larabicus quadrilineatus,0.0134,2.939,1,F,Yes
4267,Cottidae,Leiocottus,Leiocottus hirundo,0.0088,3,1,F,Yes
4268,Tripterygiidae,Lepidonectes,Lepidonectes bimaculata,0.0064,3.09,1,F,Yes
4269,Tripterygiidae,Lepidonectes,Lepidonectes clarkhubbsi,0.0064,3.09,1,F,Yes
4270,Tripterygiidae,Lepidonectes,Lepidonectes corallicola,0.0064,3.09,1,F,Yes
4271,Cottidae,Leptocottus,Leptocottus armatus,0.04,2.82,0.855431993,S,Yes
4277,Serranidae,Liopropoma,Liopropoma rubre,0.0132,3.031,0.997008973,F,Yes
4278,Liparidae,Liparis,Liparis montagui,0.0092,3.172,1,F,Yes
4279,Blenniidae,Lipophrys,Lipophrys pholis,0.0093,3,1,S,Yes
4286,Lutjanidae,Lutjanus,Lutjanus analis,0.0104,3.07,0.922225638,S,Yes
4287,Lutjanidae,Lutjanus,Lutjanus apodus,0.0194,2.978,0.969932105,S,Yes
4288,Lutjanidae,Lutjanus,Lutjanus aratus,0.0126,3,1,S,Yes
4289,Lutjanidae,Lutjanus,Lutjanus argentiventris,0.026,2.9,0.836820084,S,Yes
4290,Lutjanidae,Lutjanus,Lutjanus colorado,0.0182,2.984,1,G,Yes
4291,Lutjanidae,Lutjanus,Lutjanus griseus,0.0195,2.91,1,S,Yes
4292,Lutjanidae,Lutjanus,Lutjanus guttatus,0.0182,2.984,1,G,Yes
4293,Lutjanidae,Lutjanus,Lutjanus inermis,0.0182,2.984,1,G,Yes
4294,Lutjanidae,Lutjanus,Lutjanus jocu,0.045,2.727,0.953288847,S,Yes
4295,Lutjanidae,Lutjanus,Lutjanus jordani,0.0182,2.984,1,G,Yes
4296,Lutjanidae,Lutjanus,Lutjanus mahogoni,0.0428,2.719,0.952380952,S,Yes
4297,Lutjanidae,Lutjanus,Lutjanus novemfasciatus,0.03,2.87,0.826446281,S,Yes
4298,Lutjanidae,Lutjanus,Lutjanus synagris,0.0083,3.153,0.9375,S,Yes
4299,Lutjanidae,Lutjanus,Lutjanus viridis,0.0182,2.984,1,G,Yes
4300,Serranidae,Luzonichthys,Luzonichthys whitleyi,0.0132,3.031,0.997008973,F,Yes
4301,Serranidae,Pseudanthias,Pseudanthias hiva,0.0155,3.085,0.963391137,G,Yes
4302,Serranidae,Pseudanthias,Pseudanthias olivaceus,0.0155,3.085,0.963391137,G,Yes
4303,Serranidae,Pseudanthias,Pseudanthias regalis,0.0155,3.085,0.963391137,G,Yes
4305,Balistidae,Pseudobalistes,Pseudobalistes naufragium,0.0726,2.76,1,G,Yes
4307,Labridae,Pseudocheilinus,Pseudocheilinus tetrataenia,0.0134,2.939,1,F,Yes
4308,Pseudochromidae,Pseudochromis,Pseudochromis flavivertex,0.0167,2.863,1,F,Yes
4309,Pseudochromidae,Pseudochromis,Pseudochromis fridmani,0.0167,2.863,1,F,Yes
4310,Pseudochromidae,Pseudochromis,Pseudochromis olivaceus,0.0167,2.863,1,F,Yes
4313,Mullidae,Pseudupeneus,Pseudupeneus grandisquamis,0.008,3.18,1,S,Yes
4314,Mullidae,Pseudupeneus,Pseudupeneus maculatus,0.015,3.157,0.925925926,S,Yes
4315,Labridae,Pteragogus,Pteragogus aurigarius,0.0134,2.939,1,F,Yes
4317,Caesionidae,Pterocaesio,Pterocaesio randalli,0.0074,3.15,1,G,Yes
4320,Ophichthidae,Quassiremus,Quassiremus nothochir,0.0002,3,1,F,Yes
4321,Embiotocidae,Rhacochilus,Rhacochilus toxotes,0.03,3,0.800640512,F,Yes
4322,Embiotocidae,Rhacochilus,Rhacochilus vacca,0.03,3,0.800640512,F,Yes
4323,Balistidae,Rhinecanthus,Rhinecanthus assasi,0.0281,2.875,1,F,Yes
4324,Gobiidae,Rhinogobiops,Rhinogobiops nicholsii,0.013,2.882,1,F,Yes
4326,Myliobatidae,Rhinoptera,Rhinoptera steindachneri,0.0008,3.34,1,F,Yes
4327,Serranidae,Rypticus,Rypticus bicolor,0.0132,3.031,0.997008973,F,Yes
4328,Serranidae,Rypticus,Rypticus nigripinnis,0.0132,3.031,0.997008973,F,Yes
4329,Serranidae,Rypticus,Rypticus saponaceus,0.0132,3.031,0.997008973,F,Yes
4330,Holocentridae,Sargocentron,Sargocentron suborbitalis,0.0236,2.981,0.947867299,G,Yes
4331,Sparidae,Sarpa,Sarpa salpa,0.0094,3.17,1,S,Yes
4332,Blenniidae,Scartella,Scartella cristata,0.0281,2.414,1,S,Yes
4333,Scaridae,Scarus,Scarus coelestinus,0.0201,3.02,0.860691012,S,Yes
4334,Scaridae,Scarus,Scarus coeruleus,0.0124,3.111,1,S,Yes
4335,Scaridae,Scarus,Scarus compressus,0.0184,3.029,0.973,G,Yes
4336,Scaridae,Scarus,Scarus ferrugineus,0.0187,3,1,S,Yes
4337,Scaridae,Scarus,Scarus fuscopurpureus,0.0184,3.029,0.973,G,Yes
4338,Scaridae,Scarus,Scarus guacamaia,0.0352,2.88,1,S,Yes
4339,Scaridae,Scarus,Scarus iseri,0.0166,3.02,0.860691012,S,Yes
4340,Scaridae,Scarus,Scarus koputea,0.0184,3.029,0.973,G,Yes
4341,Scaridae,Scarus,Scarus perrico,0.0184,3.029,0.973,G,Yes
4342,Scaridae,Scarus,Scarus taeniopterus,0.0135,3,1,S,Yes
4343,Scaridae,Scarus,Scarus vetula,0.0184,3.029,0.973,G,Yes
4344,Sciaenidae,Sciaena,Sciaena umbra,0.024,2.81,1,S,Yes
4345,Nemipteridae,Scolopsis,Scolopsis ciliata,0.0185,2.981,0.909090909,G,Yes
4346,Scombridae,Scomber,Scomber colias,0.0039,3.362,0.838222967,G,Yes
4347,Scombridae,Scomberomorus,Scomberomorus regalis,0.0202,2.8,0.930665426,S,Yes
4348,Scombridae,Scomberomorus,Scomberomorus sierra,0.018,2.8,0.844594595,G,Yes
4349,Scorpaenidae,Scorpaena,Scorpaena guttata,0.033,2.996,1,S,Yes
4350,Scorpaenidae,Scorpaena,Scorpaena histrio,0.0155,3.298,1,G,Yes
4351,Scorpaenidae,Scorpaena,Scorpaena maderensis,0.014,3.065,1,S,Yes
4352,Scorpaenidae,Scorpaena,Scorpaena mystes,0.0155,3.298,1,G,Yes
4352,Scorpaenidae,Scorpaena,Scorpaena mystes,0.0155,3.298,1,G,Yes
4353,Scorpaenidae,Scorpaena,Scorpaena notata,0.0153,3.051,1,S,Yes
4354,Scorpaenidae,Scorpaena,Scorpaena plumieri,0.0243,2.949,1,S,Yes
4355,Scorpaenidae,Scorpaena,Scorpaena porcus,0.0236,2.887,1,S,Yes
4356,Cottidae,Scorpaenichthys,Scorpaenichthys marmoratus,0.0088,3,1,F,Yes
4357,Scorpaenidae,Scorpaenodes,Scorpaenodes xyris,0.0167,2.925,1,S,Yes
4358,Muraenidae,Scuticaria,Scuticaria tigrina,0.0007,3.218,1,F,Yes
4362,Sebastidae,Sebastes,Sebastes atrovirens,0.0142,3,1,G,Yes
4363,Sebastidae,Sebastes,Sebastes auriculatus,0.0142,3,1,G,Yes
4364,Sebastidae,Sebastes,Sebastes carnatus,0.0269,3,1,S,Yes
4365,Sebastidae,Sebastes,Sebastes caurinus,0.0142,3,1,G,Yes
4366,Sebastidae,Sebastes,Sebastes chrysomelas,0.0142,3,1,G,Yes
4367,Sebastidae,Sebastes,Sebastes flavidus,0.0142,3,1,G,Yes
4368,Sebastidae,Sebastes,Sebastes maliger,0.0142,3,1,G,Yes
4369,Sebastidae,Sebastes,Sebastes miniatus,0.0142,3,1,G,Yes
4371,Aulorhynchidae,Aulorhynchus,Aulorhynchus flavidus,0.0004,3.43,1,S,Yes
4372,Aulostomidae,Aulostomus,Aulostomus maculatus,0.0002,3.514,1,G,Yes
4373,Aulostomidae,Aulostomus,Aulostomus strigosus,0.0002,3.514,1,G,Yes
4375,Zoarcidae,Austrolycus,Austrolycus depressiceps,0.0009,3.5,1,F,Yes
4376,Tripterygiidae,Axoclinus,Axoclinus cocoensis,0.0064,3.09,1,F,Yes
4377,Tripterygiidae,Axoclinus,Axoclinus lucillae,0.0064,3.09,1,F,Yes
4378,Balistidae,Balistes,Balistes capriscus,0.0251,2.935,0.941176471,S,Yes
4379,Balistidae,Balistes,Balistes polylepis,0.0547,2.66,1,S,Yes
4380,Balistidae,Balistes,Balistes vetula,0.0109,3.23,1,S,Yes
4382,Belonidae,Belone,Belone belone,0.0007,3.122,1,S,Yes
4384,Blenniidae,Blenniella,Blenniella gibbifrons,0.0105,3.13,1,F,Yes
4385,Labridae,Bodianus,Bodianus diplotaenia,0.0144,3.053,0.924214418,G,Yes
4386,Labridae,Bodianus,Bodianus eclancheri,0.0144,3.053,0.924214418,G,Yes
4387,Labridae,Bodianus,Bodianus rufus,0.0144,3.053,0.924214418,S,Yes
4388,Labridae,Bodianus,Bodianus scrofa,0.01,3.133,1,S,Yes
4389,Sparidae,Boops,Boops boops,0.0048,3.258,1,S,Yes
4390,Bothidae,Bothus,Bothus leopardinus,0.009,3.099,1,G,Yes
4391,Bothidae,Bothus,Bothus podas,0.009,3.099,1,S,Yes
4393,Embiotocidae,Brachyistius,Brachyistius frenatus,0.03,3,0.800640512,F,Yes
4397,Caesionidae,Caesio,Caesio striata,0.0149,3.121,0.830564784,G,Yes
4398,Caesionidae,Caesio,Caesio suevica,0.0149,3.121,0.830564784,G,Yes
4399,Caesionidae,Caesio,Caesio xanthonota,0.0149,3.121,0.830564784,G,Yes
4399,Caesionidae,Caesio,Caesio xanthonota,0.0149,3.121,0.830564784,G,Yes
4400,Sparidae,Calamus,Calamus bajonado,0.0302,2.82,0.886524823,S,Yes
4401,Sparidae,Calamus,Calamus brachysomus,0.0302,2.82,0.886524823,G,Yes
4402,Sparidae,Calamus,Calamus calamus,0.0429,2.801,0.946073794,S,Yes
4403,Sparidae,Calamus,Calamus taurinus,0.0302,2.82,0.886524823,G,Yes
4405,Callionymidae,Callionymus,Callionymus lyra,0.014,2.709,1,S,Yes
4406,Scaridae,Calotomus,Calotomus viridescens,0.0091,3.273,1,G,Yes
4412,Monacanthidae,Cantherhines,Cantherhines pullus,0.0684,2.563,1,S,Yes
4413,Balistidae,Canthidermis,Canthidermis maculata,0.0176,3.055,0.986193294,G,Yes
4414,Balistidae,Canthidermis,Canthidermis sufflamen,0.0176,3.055,0.986193294,S,Yes
4415,Tetraodontidae,Canthigaster,Canthigaster capistrata,0.0323,2.953,1,G,Yes
4416,Tetraodontidae,Canthigaster,Canthigaster punctatissima,0.0323,2.953,1,S,Yes
4417,Tetraodontidae,Canthigaster,Canthigaster rostrata,0.0323,2.953,1,G,Yes
4418,Tetraodontidae,Canthigaster,Canthigaster smithae,0.0323,2.953,1,G,Yes
4419,Carangidae,Carangoides,Carangoides bartholomaei,0.034,2.84,0.870574579,S,Yes
4420,Carangidae,Carangoides,Carangoides ruber,0.034,2.84,0.870574579,G,Yes
4420,Carangidae,Carangoides,Carangoides ruber,0.034,2.84,0.870574579,G,Yes
4421,Carangidae,Caranx,Caranx caballus,0.0198,3.001,0.884173298,G,Yes
4422,Carangidae,Caranx,Caranx caninus,0.0198,3.001,0.884173298,G,Yes
4423,Malacanthidae,Caulolatilus,Caulolatilus princeps,0.0066,3.187,1,F,Yes
4424,Labridae,Centrolabrus,Centrolabrus exoletus,0.0065,3.15,1,S,Yes
4425,Pomacanthidae,Centropyge,Centropyge multispinis,0.0492,2.795,1,G,Yes
4425,Pomacanthidae,Centropyge,Centropyge multispinis,0.0492,2.795,1,G,Yes
4427,Serranidae,Cephalopholis,Cephalopholis cruentata,0.0121,3.082,1,S,Yes
4428,Serranidae,Cephalopholis,Cephalopholis fulva,0.0192,2.933,1,S,Yes
4429,Serranidae,Cephalopholis,Cephalopholis hemistiktos,0.0145,3.058,1,G,Yes
4430,Serranidae,Cephalopholis,Cephalopholis panamensis,0.0145,3.058,1,G,Yes
4431,Scyliorhinidae,Cephaloscyllium,Cephaloscyllium ventriosum,0.0017,3.145,1,F,Yes
4436,Ephippidae,Chaetodipterus,Chaetodipterus faber,0.0373,2.96,1,S,Yes
4437,Ephippidae,Chaetodipterus,Chaetodipterus zonatus,0.0373,2.96,1,G,Yes
4438,Chaetodontidae,Chaetodon,Chaetodon andamanensis,0.0318,2.984,1,G,Yes
4439,Chaetodontidae,Chaetodon,Chaetodon austriacus,0.0318,2.984,1,G,Yes
4440,Chaetodontidae,Chaetodon,Chaetodon capistratus,0.047,2.86,1,S,Yes
4441,Chaetodontidae,Chaetodon,Chaetodon collare,0.0318,2.984,1,G,Yes
4442,Chaetodontidae,Chaetodon,Chaetodon falcula,0.0318,2.984,1,G,Yes
4443,Haemulidae,Haemulon,Haemulon macrostomum,0.0176,3.06,0.92506938,S,Yes
4444,Haemulidae,Haemulon,Haemulon maculicauda,0.0089,3.16,1,S,Yes
4445,Haemulidae,Haemulon,Haemulon melanurum,0.0226,2.953,0.916170408,S,Yes
4446,Haemulidae,Haemulon,Haemulon parra,0.0199,2.993,0.930665426,S,Yes
4447,Haemulidae,Haemulon,Haemulon sciurus,0.0194,2.999,0.967117988,S,Yes
4448,Haemulidae,Haemulon,Haemulon sexfasciatum,0.081,2.71,0.911577028,S,Yes
4449,Haemulidae,Haemulon,Haemulon steindachneri,0.0098,3.124,1,S,Yes
4450,Labridae,Halichoeres,Halichoeres adustus,0.0095,3.131,1,G,Yes
4451,Labridae,Halichoeres,Halichoeres bivittatus,0.0134,2.939,1,S,Yes
4452,Labridae,Halichoeres,Halichoeres chierchiae,0.0095,3.131,1,G,Yes
4453,Labridae,Halichoeres,Halichoeres cosmetus,0.0095,3.131,1,G,Yes
4454,Labridae,Halichoeres,Halichoeres discolor,0.0095,3.131,1,G,Yes
4455,Labridae,Halichoeres,Halichoeres dispilus,0.0095,3.131,1,G,Yes
4456,Labridae,Halichoeres,Halichoeres garnoti,0.0052,3.375,1,S,Yes
4457,Labridae,Halichoeres,Halichoeres maculipinna,0.0028,3.693,1,S,Yes
4458,Labridae,Halichoeres,Halichoeres malpelo,0.0095,3.131,1,G,Yes
4459,Labridae,Halichoeres,Halichoeres nicholsi,0.0095,3.131,1,G,Yes
4460,Labridae,Halichoeres,Halichoeres notospilus,0.0095,3.131,1,G,Yes
4461,Labridae,Halichoeres,Halichoeres ornatissimus,0.0095,3.131,1,G,Yes
4462,Labridae,Halichoeres,Halichoeres pictus,0.0095,3.131,1,G,Yes
4463,Labridae,Halichoeres,Halichoeres podostigma,0.0095,3.131,1,G,Yes
4464,Labridae,Halichoeres,Halichoeres radiatus,0.0095,3.131,1,G,Yes
4465,Labridae,Halichoeres,Halichoeres richmondi,0.0095,3.131,1,G,Yes
4466,Labridae,Halichoeres,Halichoeres salmofasciatus,0.0095,3.131,1,G,Yes
4467,Labridae,Halichoeres,Halichoeres semicinctus,0.0095,3.131,1,G,Yes
4468,Labridae,Halichoeres,Halichoeres solorensis,0.0095,3.131,1,G,Yes
4469,Labridae,Halichoeres,Halichoeres tenuispinis,0.0095,3.131,1,G,Yes
4470,Labridae,Halichoeres,Halichoeres timorensis,0.0095,3.131,1,G,Yes
4474,Hemiramphidae,Hemiramphus,Hemiramphus depauperatus,0.0005,3.576,0.874125874,G,Yes
4475,Hemiramphidae,Hemiramphus,Hemiramphus saltator,0.0005,3.576,0.874125874,G,Yes
4476,Chaetodontidae,Hemitaurichthys,Hemitaurichthys zoster,0.0278,2.973,1,F,Yes
4477,Chaetodontidae,Heniochus,Heniochus intermedius,0.022,3.125,1,G,Yes
4478,Chaetodontidae,Heniochus,Heniochus pleurotaenia,0.022,3.125,1,G,Yes
4485,Congridae,Heteroconger,Heteroconger klausewitzi,0.0008,3.127,0.986193294,F,Yes
4485,Congridae,Heteroconger,Heteroconger klausewitzi,0.0008,3.127,0.986193294,F,Yes
4486,Heterodontidae,Heterodontus,Heterodontus francisci,0.0017,3.145,1,Gu,Yes
4487,Heterodontidae,Heterodontus,Heterodontus quoyi,0.0017,3.145,1,Gu,Yes
4488,Clinidae,Heterostichus,Heterostichus rostratus,0.0139,2.846,1,F,Yes
4489,Hexagrammidae,Hexagrammos,Hexagrammos decagrammus,0.0064,3.201,1,G,Yes
